Distance host 0(m),Distance host 1(m),Distance host 2(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
5.00264,11.0381,11.1129,104.841,94.9937,104.877,95,
5.00114,11.0884,11.1382,104.897,94.9923,104.935,95,
11.1326,5.00009,11.1628,104.947,94.9861,104.99,95,
11.1794,11.1838,4.99994,104.999,94.9913,105.043,95,
11.2286,11.2074,5.00039,105.054,94.9936,105.094,95,
11.2771,5.00129,11.2362,105.108,94.9841,105.153,95,
11.3268,11.2584,5.00309,105.163,94.9911,105.208,95,
11.2831,5.00533,11.3969,105.242,95.0162,105.271,95,
5.00788,11.4425,11.317,105.293,94.993,105.328,95,
11.4894,11.342,5.01268,105.344,94.9925,105.389,95,
11.5404,11.3686,5.01703,105.4,94.9931,105.441,95,
11.5898,11.3951,5.02212,105.455,94.9924,105.501,95,
5.02662,11.4245,11.6585,105.533,95.0075,105.56,95,
11.4489,11.7043,5.03471,105.582,95.0092,105.621,95,
11.4783,5.04116,11.7657,105.651,95.0171,105.68,95,
11.5057,5.04836,11.8154,105.706,95.0163,105.734,95,
11.8506,5.056,11.5396,105.744,94.9838,105.787,95,
11.9066,11.5667,5.06679,105.805,94.993,105.848,95,
11.955,5.07459,11.5984,105.858,94.9814,105.905,95,
12.0067,11.6224,5.08583,105.915,94.9934,105.96,95,
11.648,12.0659,5.09662,105.981,95.0105,106.017,95,
12.1157,5.10771,11.6885,106.035,94.9819,106.081,95,
5.11821,11.7141,12.1809,106.109,95.0065,106.134,95,
5.12915,12.2209,11.7444,106.152,94.9899,106.186,95,
5.14159,12.2729,11.7739,106.209,94.9905,106.245,95,
12.3188,11.801,5.15958,106.257,94.9922,106.303,95,
11.8252,12.3738,5.17307,106.317,95.0101,106.356,95,
12.4212,5.18686,11.8652,106.369,94.9812,106.416,95,
5.1999,12.4811,11.8958,106.437,94.9899,106.472,95,
5.21609,12.5342,11.9271,106.495,94.9901,106.529,95,
5.23393,12.5917,11.9611,106.558,94.9904,106.592,95,
5.25161,11.9903,12.6559,106.63,95.0107,106.661,95,
12.7015,5.27545,12.0329,106.675,94.9788,106.722,95,
12.755,5.29493,12.065,106.733,94.9799,106.779,95,
12.8127,5.31532,12.0987,106.796,94.983,106.837,95,
12.1203,12.8675,5.33586,106.855,95.0121,106.892,95,
12.1551,12.9241,5.35729,106.917,95.012,106.953,95,
12.9711,12.1923,5.37858,106.966,94.9938,107.01,95,
12.2218,5.39791,13.038,107.043,95.0191,107.07,95,
5.41665,13.0858,12.2636,107.095,94.9893,107.128,95,
12.2888,5.44198,13.146,107.16,95.0202,107.187,95,
5.46357,13.1951,12.3363,107.213,94.9796,107.265,95,
5.49625,12.3745,13.2738,107.299,95.0072,107.324,95,
5.52098,12.4101,13.3307,107.361,95.0085,107.387,95,
5.54871,12.4475,13.3899,107.425,95.0098,107.451,95,
5.57329,12.4822,13.4419,107.481,95.0069,107.507,95,
13.4833,12.518,5.60672,107.518,94.9918,107.565,95,
13.5334,12.5495,5.6319,107.572,94.9946,107.622,95,
13.5873,5.65469,12.5895,107.632,94.9801,107.676,95,
5.67972,13.6497,12.6262,107.703,94.9866,107.738,95,
12.6505,5.71,13.7085,107.766,95.0228,107.793,95,
5.73533,12.6926,13.7644,107.828,95.0074,107.857,95,
12.7244,5.76846,13.8209,107.887,95.0236,107.914,95,
12.7614,13.8675,5.80203,107.932,95.0132,107.973,95,
5.82197,13.9207,12.8094,107.995,94.9761,108.041,95,
13.9789,12.8445,5.86754,108.049,94.9938,108.1,95,
14.0388,12.8849,5.90007,108.114,94.9928,108.16,95,
14.0937,12.9224,5.93229,108.172,94.9924,108.221,95,
14.1537,5.96257,12.9671,108.239,94.9794,108.285,95,
12.9975,5.9972,14.2261,108.321,95.0238,108.348,95,
13.038,6.03212,14.2848,108.383,95.0232,108.41,95,
6.06255,13.0825,14.3418,108.447,95.0069,108.47,95,
6.09598,14.3918,13.1264,108.498,94.984,108.532,95,
6.13001,13.1598,14.4557,108.57,95.0091,108.593,95,
6.16538,14.5058,13.205,108.62,94.9844,108.654,95,
13.2361,14.565,6.2126,108.677,95.0172,108.717,95,
14.6144,6.24393,13.2859,108.73,94.9769,108.776,95,
13.3178,14.6799,6.2859,108.799,95.0142,108.839,95,
13.3585,6.32007,14.7459,108.875,95.0244,108.9,95,
13.3995,6.35695,14.8027,108.935,95.0218,108.961,95,
6.38738,13.4416,14.857,108.997,95.0086,109.02,95,
13.479,14.9087,6.43624,109.042,95.0164,109.082,95,
14.9566,6.46757,13.5266,109.094,94.9795,109.138,95,
6.49665,15.0136,13.5644,109.16,94.9814,109.194,95,
13.5917,15.0664,6.54222,109.21,95.0164,109.248,95,
15.1112,13.6337,6.5782,109.254,94.9934,109.303,95,
6.60503,13.6714,15.1762,109.335,95.0064,109.357,95,
13.7055,6.6467,15.2313,109.391,95.0245,109.415,95,
13.7447,15.2791,6.68972,109.435,95.0183,109.473,95,
13.7812,15.3275,6.72614,109.485,95.0166,109.528,95,
15.3795,6.76227,13.8341,109.54,94.9747,109.588,95,
13.8642,6.80049,15.4489,109.621,95.0242,109.645,95,
6.83407,15.5093,13.9233,109.692,94.9764,109.73,95,
13.9594,6.89508,15.5801,109.76,95.0276,109.785,95,
15.6177,6.93285,14.0092,109.792,94.9732,109.84,95,
6.96613,14.0414,15.6818,109.87,95.0063,109.889,95,
7.0045,15.7283,14.0853,109.916,94.9826,109.947,95,
7.04632,15.7865,14.1279,109.978,94.9835,110,95.0087,
7.05217,15.8006,14.1121,109.996,95.0543,110,95.0715,
7.00705,14.073,15.7769,109.991,95.0955,110,95.1496,
14.0255,15.7572,6.94409,110.004,95.1541,110,95.21,
15.7424,6.91052,13.9762,110.003,95.2456,110,95.2656,
6.87544,15.7226,13.9342,109.996,95.3074,110,95.3254,
15.7084,13.9009,6.82657,110.008,95.3442,110,95.3816,
13.8687,15.6902,6.7912,110.003,95.3811,110,95.4307,
6.76692,15.6758,13.8249,109.997,95.4633,110,95.4809,
13.796,6.72479,15.6576,109.997,95.4861,110,95.5392,
6.69392,15.6439,13.7491,109.996,95.5733,110,95.5924,
13.7178,6.64865,15.6246,109.996,95.5989,110,95.6556,
13.6743,15.6087,6.60113,110.003,95.6617,110,95.7193,
6.57115,15.5924,13.6217,109.997,95.7601,110,95.7782,
6.53338,15.5766,13.5827,109.997,95.8168,110,95.8341,
6.50115,13.5518,15.5603,109.993,95.8542,110,95.8913,
15.5478,6.45573,13.5037,110.003,95.9356,110,95.9547,
13.4748,15.5301,6.41271,110.003,95.9585,110,96.0139,
6.38543,15.5146,13.4237,109.996,96.0543,110,96.0734,
6.34706,15.4985,13.3823,109.996,96.1159,110,96.1363,
13.3522,15.4838,6.30029,110.003,96.1441,110,96.1958,
13.3129,6.26776,15.4654,109.995,96.1999,110,96.2699,
13.2636,15.451,6.21919,110.003,96.2784,110,96.3297,
13.2274,6.19131,15.4363,109.997,96.3341,110,96.3838,
13.1898,6.15624,15.4224,109.998,96.3903,110,96.4431,
15.4135,13.1499,6.12206,110.005,96.4607,110,96.4939,
13.1204,15.4,6.09253,110.002,96.4995,110,96.5447,
13.0849,6.06465,15.3855,109.997,96.5532,110,96.6066,
13.0465,6.03122,15.3731,109.998,96.6142,110,96.6628,
15.3645,6.00185,13.0036,110.002,96.695,110,96.7155,
5.97232,15.3498,12.9639,109.997,96.7579,110,96.7789,
15.3378,5.93349,12.9247,110.002,96.8181,110,96.8405,
5.90591,15.3243,12.8873,109.998,96.8774,110,96.8982,
12.8617,15.3132,5.86844,110.003,96.9044,110,96.9566,
5.84775,15.3022,12.8175,109.998,96.9888,110,97.0092,
15.293,12.7897,5.81298,110.004,97.0256,110,97.0645,
12.7547,15.2797,5.78135,110.002,97.0765,110,97.1255,
15.2695,5.75497,12.7088,110.002,97.1625,110,97.1857,
12.6805,15.257,5.72124,110.002,97.1961,110,97.2488,
15.2483,12.6421,5.69441,110.004,97.2646,110,97.3032,
5.67462,12.6021,15.2341,109.994,97.3327,110,97.3768,
12.5669,15.2241,5.6334,110.002,97.3828,110,97.4336,
5.61241,15.2139,12.5186,109.998,97.4766,110,97.5078,
15.2023,5.57539,12.476,110.001,97.5447,110,97.5688,
12.4526,15.1929,5.54841,110.002,97.5736,110,97.6241,
5.53177,15.1843,12.411,109.998,97.655,110,97.6779,
15.1764,5.50404,12.3778,110.001,97.7098,110,97.7329,
5.4826,15.1665,12.3428,109.998,97.7697,110,97.794,
15.1598,12.3153,5.45442,110.003,97.8117,110,97.8499,
12.2879,5.43644,15.1496,109.998,97.854,110,97.9052,
12.2536,5.4135,15.1413,109.998,97.9133,110,97.9644,
5.39327,15.1331,12.2032,109.996,98.013,110,98.0488,
5.36119,15.1223,12.1573,109.997,98.0912,110,98.1242,
5.33436,15.1137,12.1187,109.998,98.1578,110,98.1831,
15.1074,12.0893,5.30947,110.002,98.2062,110,98.2408,
5.29643,12.0592,15.0993,109.997,98.2598,110,98.2988,
12.0274,15.0931,5.27095,110.001,98.3134,110,98.3611,
5.25626,11.9884,15.0856,109.997,98.3879,110,98.4251,
15.0808,11.9556,5.23348,110.002,98.4474,110,98.4813,
5.21984,15.074,11.9191,109.999,98.517,110,98.5429,
5.20275,15.068,11.8856,109.999,98.579,110,98.6043,
15.0634,11.859,5.18356,110.002,98.625,110,98.6596,
5.17247,11.8291,15.0572,109.998,98.6811,110,98.7161,
5.15838,15.0529,11.7952,109.999,98.7473,110,98.772,
15.0487,5.14279,11.7646,110.001,98.805,110,98.8306,
15.0442,5.1299,11.7349,110.001,98.8613,110,98.8875,
11.7109,5.11641,15.0386,109.999,98.9023,110,98.9488,
15.0355,5.10427,11.6712,110.001,98.9842,110,99.011,
5.09452,15.0313,11.6424,109.999,99.0401,110,99.066,
15.0283,5.08343,11.6156,110,99.0923,110,99.1181,
5.07399,15.0244,11.585,109.999,99.1526,110,99.18,
11.564,5.06364,15.0208,109.999,99.1905,110,99.2365,
15.0186,11.5306,5.05345,110.001,99.2592,110,99.2921,
15.0162,5.04731,11.5015,110,99.3195,110,99.3466,
15.0133,5.03936,11.4711,110,99.3811,110,99.4085,
15.0111,5.03262,11.4435,110,99.4375,110,99.4644,
15.0087,11.4168,5.02497,110,99.4911,110,99.5269,
5.02122,11.3912,15.0066,109.999,99.5445,110,99.5783,
5.01658,11.3657,15.0051,109.999,99.5979,110,99.634,
15.004,5.01163,11.3343,110,99.6653,110,99.6911,
5.00848,15.0027,11.3088,110,99.7194,110,99.7467,
11.2903,5.00548,15.0015,109.999,99.7578,110,99.802,
5.00324,15.001,11.2569,110,99.8313,110,99.8586,
15.0003,11.2326,5.00114,110,99.8838,110,99.9205,
15,5.00024,11.2047,110,99.9454,110,99.9725,
15,4.99979,11.1766,110,100.008,110,100.039,
11.1562,15,5.00039,110,100.054,110,100.1,
15.0003,11.1251,5.00159,110,100.124,110,100.161,
15.0009,11.1018,5.00324,110,100.178,110,100.215,
15.0016,11.0746,5.00608,109.999,100.241,110,100.278,
15.0027,11.0511,5.00908,109.999,100.296,110,100.331,
5.01178,15.0043,11.0192,110.001,100.37,110,100.409,
10.9992,5.01808,15.0061,110,100.42,110,100.461,
5.02272,15.0076,10.9687,110,100.492,110,100.522,
15.0096,5.02992,10.9433,109.999,100.554,110,100.583,
10.9246,15.0123,5.03786,109.999,100.603,110,100.647,
10.8979,5.04521,15.0153,110,100.669,110,100.711,
5.05255,10.8718,15.0183,110.001,100.734,110,100.773,
10.8517,5.06215,15.0213,110.001,100.787,110,100.831,
10.8284,15.0241,5.07309,109.999,100.848,110,100.886,
15.0266,5.08088,10.8033,109.999,100.91,110,100.942,
15.0304,5.09242,10.7801,109.999,100.971,110,101.003,
10.7628,5.10427,15.0355,110.001,101.022,110,101.062,
15.0388,5.11671,10.7354,109.999,101.092,110,101.123,
15.043,5.1293,10.7147,109.999,101.15,110,101.178,
15.0472,5.14159,10.6954,109.999,101.204,110,101.235,
15.0515,5.15448,10.6759,109.999,101.258,110,101.29,
10.662,5.16812,15.0575,110.001,101.304,110,101.344,
15.0611,5.18281,10.6368,109.999,101.371,110,101.404,
5.19735,15.0674,10.6169,110.001,101.43,110,101.461,
15.0724,10.5999,5.21759,109.998,101.484,110,101.519,
10.583,15.079,5.23423,109.999,101.539,110,101.575,
15.0841,10.5612,5.25236,109.997,101.602,110,101.638,
5.26436,10.5439,15.0919,110.003,101.657,110,101.693,
15.0971,5.28654,10.5221,109.999,101.722,110,101.756,
15.1034,5.30468,10.505,109.999,101.777,110,101.811,
5.32177,10.49,15.1122,110.003,101.831,110,101.869,
10.4747,5.34455,15.1191,110.001,101.886,110,101.924,
15.1253,5.36718,10.4524,109.998,101.954,110,101.987,
15.1326,5.38787,10.4355,109.998,102.011,110,102.047,
10.4224,15.1421,5.41425,109.998,102.067,110,102.106,
5.43074,15.1499,10.4026,110.001,102.129,110,102.16,
15.156,5.45427,10.3881,109.998,102.181,110,102.216,
15.1644,5.47676,10.3728,109.998,102.238,110,102.273,
15.1741,10.358,5.50659,109.997,102.3,110,102.336,
15.1828,5.52847,10.341,109.998,102.36,110,102.394,
15.1924,10.3276,5.55815,109.996,102.419,110,102.457,
10.3153,15.2028,5.58214,109.998,102.474,110,102.511,
10.3009,15.2124,5.60972,109.997,102.533,110,102.573,
5.62905,10.2853,15.2236,110.004,102.594,110,102.63,
15.2308,10.2724,5.66188,109.996,102.65,110,102.686,
10.2608,5.68676,15.244,110.002,102.707,110,102.747,
5.71225,10.2453,15.2549,110.004,102.771,110,102.806,
15.2629,10.233,5.74807,109.996,102.828,110,102.864,
15.2735,10.2207,5.7773,109.995,102.887,110,102.923,
15.2843,10.2093,5.80518,109.996,102.943,110,102.978,
10.1988,5.83216,15.2989,110.002,103.002,110,103.04,
10.1865,5.86544,15.3115,110.002,103.066,110,103.102,
10.1748,5.89857,15.3242,110.002,103.129,110,103.166,
5.92495,10.1603,15.3393,110.01,103.197,110,103.253,
15.3515,10.1475,5.98026,109.995,103.274,110,103.31,
6.0017,15.3644,10.1373,110.002,103.328,110,103.365,
6.03677,10.1286,15.3798,110.005,103.39,110,103.425,
15.3891,6.07245,10.1181,109.997,103.447,110,103.489,
15.4036,6.11052,10.1087,109.997,103.512,110,103.55,
10.1029,15.4186,6.14694,109.997,103.569,110,103.604,
15.4296,6.17453,10.0931,109.997,103.623,110,103.661,
10.087,15.4455,6.21455,109.997,103.684,110,103.718,
15.4564,6.24168,10.0784,109.997,103.735,110,103.772,
6.27406,15.4729,10.0709,110.002,103.796,110,103.836,
6.31273,15.4889,10.0636,110.003,103.86,110,103.898,
10.0585,6.35425,15.5059,110.003,103.923,110,103.956,
15.5161,6.38768,10.0514,109.997,103.974,110,104.012,
15.5312,6.4265,10.0454,109.996,104.035,110,104.072,
15.5465,6.46323,10.04,109.996,104.093,110,104.132,
6.4953,10.0356,15.5666,110.006,104.154,110,104.191,
6.53338,10.0306,15.5831,110.007,104.215,110,104.253,
15.5958,10.026,6.58449,109.994,104.277,110,104.313,
10.0225,15.6132,6.62167,109.996,104.336,110,104.371,
6.65209,15.6307,10.0177,110.003,104.393,110,104.433,
15.6438,10.0149,6.69916,109.992,104.451,110,104.488,
10.0123,6.73289,15.6651,110.003,104.512,110,104.544,
15.6779,10.0086,6.7885,109.986,104.577,110,104.637,
6.82627,10.0059,15.7075,110.006,104.654,110,104.69,
10.0044,6.8681,15.7235,110.003,104.711,110,104.744,
6.90497,10.0024,15.742,110.007,104.77,110,104.805,
6.94709,10.0012,15.7604,110.006,104.83,110,104.865,
6.98397,10.0005,15.7769,110.007,104.883,110,104.918,
15.7911,7.03133,10,109.996,104.94,110,104.981,
9.99973,7.06971,15.8133,110.004,105.003,110,105.035,
10,7.11273,15.8323,110.004,105.063,110,105.095,
15.8463,7.1538,10.0006,109.996,105.113,110,105.153,
7.19337,15.8688,10.0017,110.004,105.175,110,105.216,
10.0026,15.8877,7.24553,109.996,105.241,110,105.274,
7.27401,15.9055,10.0042,110.004,105.286,110,105.328,
15.9226,7.32168,10.0062,109.996,105.344,110,105.382,
7.35556,15.9428,10.0083,110.003,105.397,110,105.437,
7.39513,10.0102,15.9642,110.008,105.457,110,105.493,
7.4404,10.0134,15.9848,110.008,105.517,110,105.554,
7.48282,10.0164,16.0052,110.009,105.575,110,105.612,
7.53049,10.0203,16.0271,110.008,105.638,110,105.674,
16.0435,10.0243,7.5867,109.992,105.699,110,105.734,
16.065,10.0287,7.63152,109.992,105.759,110,105.795,
16.0842,10.0329,7.67289,109.991,105.813,110,105.849,
7.70512,16.1078,10.0384,110.005,105.865,110,105.906,
10.0421,16.1288,7.76103,109.995,105.934,110,105.964,
7.79595,10.0486,16.1537,110.008,105.989,110,106.024,
10.0534,7.84377,16.1752,110.006,106.051,110,106.083,
10.0604,16.196,7.89923,109.996,106.114,110,106.145,
10.0664,7.93835,16.2201,110.004,106.172,110,106.202,
7.98107,10.075,16.2441,110.009,106.228,110,106.263,
16.2591,8.02964,10.0828,109.994,106.275,110,106.319,
8.07086,10.0895,16.2885,110.009,106.343,110,106.378,
10.0966,16.3092,8.12887,109.996,106.409,110,106.438,
8.1629,16.3315,10.1068,110.004,106.453,110,106.495,
8.20682,10.1142,16.3574,110.011,106.516,110,106.554,
10.1214,16.3769,8.26363,109.996,106.58,110,106.608,
10.1309,16.4007,8.3128,109.994,106.641,110,106.671,
16.4222,8.35447,10.1433,109.995,106.686,110,106.727,
16.4456,8.40018,10.1531,109.995,106.743,110,106.786,
8.44021,16.4718,10.1631,110.004,106.799,110,106.843,
10.17,16.4941,8.49552,109.994,106.869,110,106.898,
10.1805,16.518,8.54064,109.995,106.925,110,106.953,
10.1914,8.58081,16.5446,110.005,106.981,110,107.009,
10.203,16.5664,8.63462,109.994,107.04,110,107.069,
10.2147,16.5925,8.68334,109.995,107.102,110,107.129,
10.2258,8.72231,16.6184,110.005,107.156,110,107.183,
16.6353,10.2393,8.77163,109.99,107.2,110,107.235,
16.6599,10.2513,8.81899,109.989,107.258,110,107.293,
8.85422,16.6884,10.2662,110.005,107.305,110,107.353,
16.7095,8.90668,10.2785,109.994,107.362,110,107.405,
16.7322,8.94836,10.2911,109.995,107.411,110,107.46,
8.99572,10.304,16.7666,110.01,107.485,110,107.519,
10.3153,16.7878,9.05223,109.994,107.548,110,107.576,
10.3308,9.09885,16.8194,110.005,107.611,110,107.638,
9.14172,16.8428,10.3499,110.005,107.651,110,107.698,
16.8681,9.20018,10.3664,109.995,107.713,110,107.761,
10.3775,9.24845,16.9008,110.005,107.789,110,107.815,
16.9182,10.3935,9.29851,109.988,107.832,110,107.868,
9.33644,10.4098,16.9537,110.013,107.893,110,107.931,
9.38875,10.4272,16.9819,110.012,107.954,110,107.991,
9.43972,17.0081,10.447,110.008,108.005,110,108.054,
17.03,9.49383,10.4628,109.994,108.061,110,108.106,
10.4753,9.54239,17.0633,110.005,108.137,110,108.163,
17.0829,10.4941,9.59456,109.989,108.182,110,108.216,
17.1084,9.63443,10.5124,109.994,108.225,110,108.271,
9.67865,10.5292,17.145,110.014,108.295,110,108.334,
9.72931,10.5471,17.1727,110.012,108.354,110,108.39,
9.77983,17.1974,10.568,110.005,108.402,110,108.446,
9.82525,10.584,17.2282,110.014,108.465,110,108.504,
10.599,9.88071,17.255,110.005,108.534,110,108.557,
17.2776,10.6219,9.93827,109.987,108.582,110,108.616,
10.6381,17.3081,9.98474,109.994,108.646,110,108.672,
10.6584,10.0302,17.3412,110.006,108.706,110,108.731,
10.07,10.6797,17.3689,110.014,108.749,110,108.786,
17.3898,10.7089,10.157,109.962,108.81,110,108.898,
10.2214,10.7416,17.4571,110.014,108.923,110,108.96,
17.4795,10.7633,10.2853,109.987,108.981,110,109.015,
10.3261,10.7889,17.5247,110.024,109.047,110,109.103,
10.3986,17.5573,10.8197,110.006,109.113,110,109.161,
17.5834,10.4544,10.8424,109.994,109.168,110,109.22,
17.6146,10.8625,10.5139,109.987,109.241,110,109.278,
10.5471,17.6453,10.8853,110.006,109.281,110,109.327,
10.9014,17.6782,10.617,109.99,109.378,110,109.406,
10.662,17.7143,10.9379,110.006,109.41,110,109.459,
17.7452,10.7246,10.9654,109.994,109.472,110,109.538,
17.7846,10.9916,10.7981,109.985,109.563,110,109.6,
17.8195,10.8471,11.0211,109.994,109.613,110,109.662,
11.0379,17.858,10.9108,109.993,109.714,110,109.736,
10.9574,11.0737,17.8996,110.016,109.76,110,109.797,
11.0971,11.018,17.9325,110.009,109.834,110,109.857,
11.1229,17.961,11.0796,109.992,109.896,110,109.917,
11.1202,11.1541,17.9985,110.014,109.939,110,109.976,
11.1728,11.1704,18.0117,109.979,109.985,109.962,110,
11.1554,11.1248,17.9697,109.923,109.991,109.901,110,
11.0781,11.1262,17.9199,109.867,109.973,109.842,110,
11.0283,11.1021,17.8739,109.811,109.974,109.787,110,
17.8365,11.0751,10.9607,109.774,110.026,109.726,110,
17.7891,11.0518,10.91,109.715,110.027,109.669,110,
11.0291,10.8646,17.7264,109.629,109.989,109.608,110,
11.0063,10.8158,17.6833,109.578,109.994,109.557,110,
10.7703,10.9788,17.6335,109.52,109.974,109.495,110,
10.7155,17.5888,10.9502,109.473,109.982,109.434,110,
17.5485,10.9309,10.6516,109.423,110.026,109.377,110,
17.4972,10.9053,10.5972,109.361,110.024,109.315,110,
17.44,10.5398,10.8724,109.297,110.009,109.225,110,
17.3716,10.4688,10.8424,109.211,110.007,109.161,110,
10.8246,10.4155,17.3079,109.12,109.988,109.093,110,
10.3644,17.2634,10.7942,109.076,109.985,109.036,110,
10.3117,17.2144,10.7723,109.015,109.986,108.978,110,
10.2653,10.7546,17.1639,108.947,109.975,108.921,110,
17.1309,10.2102,10.7309,108.916,110.006,108.864,110,
10.715,10.158,17.0697,108.828,109.991,108.805,110,
17.0342,10.6904,10.0982,108.794,110.025,108.744,110,
10.0585,16.9778,10.6669,108.723,109.984,108.685,110,
16.9342,9.99973,10.6449,108.673,110.005,108.611,110,
10.6266,9.93737,16.865,108.575,109.992,108.551,110,
9.88506,10.6016,16.8098,108.509,109.977,108.477,110,
10.5804,9.81865,16.7547,108.439,109.993,108.414,110,
16.722,10.5609,9.76559,108.405,110.021,108.359,110,
10.5443,16.67,9.71462,108.335,110.016,108.3,110,
10.5263,9.6731,16.6178,108.267,109.991,108.243,110,
9.63038,16.5782,10.504,108.225,109.984,108.186,110,
16.5303,9.56518,10.4828,108.168,110.008,108.103,110,
10.4647,16.4628,9.49398,108.076,110.013,108.044,110,
16.4259,9.45485,10.4448,108.036,110.006,107.987,110,
16.3781,9.40359,10.4281,107.975,110.007,107.929,110,
