Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
8.54169,12.3372,6.88189,3.51612,7.34012,7.04542,10.5914,8.28387,6.65824,102.889,93.0499,103.019,92.8396,
8.79531,8.45325,3.77154,10.8246,7.1472,7.48222,12.6349,7.34417,6.92356,103.032,92.8073,103.244,92.6276,
7.3695,4.06144,7.61128,7.58235,12.868,7.15829,9.16915,8.80835,11.2182,103.434,92.5314,103.478,92.4191,
7.36665,9.37136,7.66719,4.40755,7.78036,13.1538,9.07487,7.9487,11.5383,103.685,92.3217,103.735,92.2061,
4.6994,13.3671,8.19603,7.99457,9.33854,9.75135,7.96504,7.78606,11.8752,103.945,92.1673,103.995,92.0039,
8.22361,9.97724,9.57552,5.07549,8.52775,8.12048,13.7071,12.1857,8.08825,104.098,91.9744,104.261,91.8111,
8.23245,10.2608,9.85283,13.9158,5.40466,8.31804,8.83758,8.58636,12.5078,104.467,91.7961,104.509,91.6425,
10.5233,9.06198,8.79456,5.70235,12.7524,8.42612,10.1672,8.62368,14.2214,104.569,91.4698,104.781,91.4702,
5.96137,10.3599,14.3921,8.83743,8.57302,9.39295,10.8718,9.11294,13.1113,104.971,91.4249,105.02,91.3284,
9.26299,13.2868,14.6015,11.0733,6.29414,8.71602,9.11804,10.6588,9.69364,105.089,91.3982,105.281,91.1833,
10.843,11.335,6.59753,14.8633,8.87506,9.59411,9.394,9.96705,13.705,105.508,91.1557,105.568,91.0358,
6.85326,9.78912,13.9032,11.1096,15.0889,9.62783,9.0323,11.667,10.2528,105.666,91.0507,105.846,90.9038,
10.0279,9.84084,7.18228,11.353,10.456,9.1774,14.2607,11.9169,15.3705,105.973,90.7269,106.131,90.7788,
15.5056,9.30961,12.1155,14.5384,10.7643,7.56841,10.3811,10.2087,11.6886,106.168,90.7464,106.453,90.6502,
9.47809,10.5831,14.8411,15.7869,11.892,7.88064,10.458,12.4742,11.112,106.597,90.7242,106.759,90.5399,
15.9774,10.8335,10.6795,9.65796,11.3226,8.19408,15.1984,12.1716,12.738,106.947,90.4879,107.036,90.4493,
12.3177,16.1894,9.79062,10.9244,15.4414,11.1091,12.9435,11.6014,8.50826,107.14,90.5131,107.292,90.3737,
9.91039,11.7622,13.1152,8.70417,12.5633,16.4094,11.3295,15.7277,11.1956,107.411,90.3909,107.554,90.3037,
11.4666,11.3341,8.94656,15.9353,16.5851,13.365,10.0879,12.8062,12.0828,107.691,90.3239,107.869,90.2296,
11.7276,12.2608,11.6077,16.7993,10.2367,13.631,9.33359,16.3003,13.0659,108.008,90.1235,108.199,90.1634,
16.9699,12.53,13.2235,12.0049,16.534,13.8632,11.904,9.63098,10.4068,108.225,90.2314,108.459,90.1195,
13.3926,12.0571,12.1915,10.4999,14.0516,16.78,12.7957,17.1926,9.89195,108.582,90.1858,108.725,90.0816,
12.2579,10.6173,12.974,10.097,12.4307,17.0471,13.6764,17.3893,14.3427,108.963,89.8426,109.124,90.0385,
10.797,14.523,10.4437,17.5693,12.6078,12.7218,17.3905,13.349,13.9489,109.248,89.9533,109.428,90.0164,
10.691,12.7927,13.5232,17.6055,12.9194,14.1157,10.9762,17.7799,14.8153,109.534,89.8107,109.731,90.0036,
11.0707,10.973,14.2887,17.9133,17.8679,14.9854,13.7912,13.1693,13.0988,109.783,90.085,110.05,90.0001,
14.4827,18.1018,18.0842,11.2846,13.2717,14.0235,11.2497,15.2269,13.388,110.009,90.0497,110.315,90.005,
14.6614,18.3268,13.5214,11.3533,13.4662,15.397,14.238,18.2692,11.5855,110.365,90.1022,110.59,90.0174,
13.6861,18.3696,14.8516,18.5681,14.4161,11.4825,11.7998,15.5961,13.6936,110.628,90.142,110.859,90.037,
13.859,14.5765,18.7663,15.74,15.0374,11.5994,12.0343,13.8703,18.5572,110.882,89.9492,111.137,90.0648,
12.2056,18.9841,14.7937,15.9286,11.7213,18.691,14.0703,14.1283,15.2585,111.096,89.9135,111.458,90.1068,
19.2249,16.1125,12.5061,15.0305,11.8481,18.8373,14.2712,14.3206,15.4389,111.415,90.0217,111.725,90.1499,
15.5316,16.2789,18.9437,14.4178,19.4682,11.9641,15.2423,12.7861,14.4959,111.742,90.275,111.984,90.1987,
15.6853,19.0599,16.449,19.6539,12.972,15.4111,12.0761,14.6512,14.633,111.988,90.3289,112.239,90.2539,
16.5931,15.8443,14.7721,13.1793,12.1708,14.7778,15.6084,19.9067,19.2317,112.411,90.1733,112.542,90.3284,
14.9493,16.7981,16.038,14.9688,13.4602,12.3072,20.1197,19.3624,15.8379,112.734,90.4022,112.838,90.4111,
15.9482,16.1885,20.2828,15.1499,15.1661,19.4771,12.4343,13.7482,17.0366,112.915,90.3632,113.144,90.507,
20.4976,12.5232,16.3747,15.3474,16.2045,17.1938,15.3825,14.0098,19.631,113.171,90.4505,113.458,90.6168,
16.5398,12.6508,16.3916,15.5382,15.5657,20.7825,17.3862,19.752,14.2794,113.602,90.7657,113.758,90.7329,
16.5653,16.7082,15.7052,12.7752,14.4669,20.9841,19.8595,17.556,15.7728,113.825,90.8027,114.005,90.8369,
17.6495,15.8743,15.852,12.8716,16.7588,19.9609,16.8875,14.7242,21.2085,114.269,90.9076,114.314,90.9782,
21.3398,16.069,20.0615,14.9312,17.0353,16.0635,13.0098,17.8799,17.0012,114.38,91.1006,114.587,91.1143,
16.2273,15.1286,17.119,13.0961,16.2083,18.0124,20.175,21.5852,17.197,114.694,91.0266,114.824,91.2407,
17.2695,16.3759,15.3311,18.1273,17.2803,13.1919,21.7369,20.267,16.3813,114.845,91.2659,115.096,91.3962,
18.2613,21.8869,16.5505,17.4301,13.2917,16.5066,17.4694,15.6081,20.3613,115.12,91.3895,115.333,91.5406,
16.6817,17.5415,13.3731,16.6316,22.0734,17.6142,20.4346,15.8093,18.4393,115.47,91.554,115.563,91.6902,
17.7185,15.9401,22.2092,20.4964,17.6725,13.4692,18.5549,16.7921,16.8827,115.537,91.7813,115.831,91.8759,
18.6612,22.3955,13.5629,16.9206,20.5903,17.8212,16.2282,17.0332,17.9562,115.927,92.0502,116.098,92.0743,
20.6493,17.0419,18.8016,13.6546,16.4108,22.5825,18.0902,17.1786,17.9598,116.146,92.0888,116.328,92.2568,
17.1657,18.1959,16.589,22.7214,13.7425,20.7335,17.3084,18.9521,18.0709,116.346,92.1989,116.55,92.4436,
22.8527,19.0343,20.7878,13.8246,17.3199,17.4368,16.8251,18.378,18.1808,116.529,92.4987,116.776,92.6452,
18.4695,19.1495,20.8456,13.9033,18.2646,17.0039,23.0392,17.5762,17.4616,116.821,92.754,116.975,92.8345,
23.1252,17.6587,17.5388,18.6086,19.2642,13.9846,17.194,18.3785,20.9125,116.964,92.8514,117.212,93.0729,
17.7868,18.4516,17.3497,19.3729,17.6743,14.0646,20.9582,18.7769,23.3337,117.393,93.097,117.421,93.297,
23.4159,17.9177,17.5404,14.1318,19.4822,17.7957,21.0026,18.9055,18.5888,117.406,93.2686,117.642,93.5508,
18.9922,17.7297,18.0519,21.0408,18.6633,19.5926,14.2213,23.6043,17.9378,117.679,93.6066,117.856,93.8127,
21.0735,18.1662,19.1302,18.0168,23.708,17.9453,18.7622,14.292,19.7021,117.921,93.8405,118.016,94.0211,
14.3307,18.821,18.0814,19.764,19.2434,18.2849,18.1222,23.834,21.1112,118.13,94.079,118.2,94.2763,
23.9083,19.8403,18.2482,19.3467,18.9087,18.3879,18.2212,14.4164,21.1357,118.183,94.3187,118.381,94.5441,
21.1481,19.9221,14.4627,19.457,18.9871,18.4428,18.3155,18.5032,24.0612,118.511,94.6507,118.545,94.8059,
14.5109,18.5678,19.9978,18.5783,19.0523,19.5595,18.3983,24.1486,21.1671,118.628,94.8629,118.68,95.0336,
20.0515,19.0993,18.7087,14.5653,24.2204,18.4677,18.6682,21.1749,19.6568,118.758,95.1453,118.825,95.2964,
18.7319,24.2988,18.5362,19.1668,14.6168,20.1318,19.7346,21.1794,18.895,118.848,95.4621,118.951,95.5405,
18.5945,19.7897,18.8108,19.2168,19.0082,14.6658,24.4015,21.1784,20.2039,119.057,95.5742,119.126,95.9115,
19.8968,24.4811,19.2843,19.1839,14.7201,18.9316,21.1716,18.7172,20.2703,119.153,95.9481,119.261,96.2272,
19.3119,14.7579,21.1619,18.7738,20.3117,19.998,19.0152,24.5867,19.3488,119.323,96.2404,119.382,96.5384,
14.7966,21.1453,19.0723,19.4736,20.0699,24.6471,19.3853,20.3643,18.8511,119.405,96.6141,119.474,96.7989,
18.8799,21.1274,14.8288,19.412,24.699,20.3973,20.1357,19.6157,19.1503,119.5,96.9463,119.579,97.1289,
24.7501,19.1908,21.0971,14.8648,20.4316,18.9488,19.451,19.7391,20.2026,119.597,97.244,119.651,97.3809,
19.2351,20.4535,14.8884,19.8227,18.9887,21.0648,20.2471,19.4756,24.8129,119.718,97.4601,119.728,97.6823,
19.0244,14.9124,20.2894,24.846,21.0295,19.2982,20.4851,19.4978,19.96,119.749,97.8342,119.79,97.9636,
20.0222,24.8807,19.065,19.512,19.3398,20.34,14.9379,20.5048,20.9808,119.796,98.074,119.85,98.2745,
19.0983,19.5252,20.3785,14.9556,19.3843,24.9229,20.9339,20.5208,20.1769,119.877,98.4645,119.905,98.6284,
20.2406,14.9703,24.948,20.5296,20.885,19.1362,20.4238,19.5361,19.427,119.903,98.7006,119.941,98.9192,
19.4456,20.8387,20.4482,19.1572,19.539,24.9708,20.5347,20.36,14.9848,119.951,99.0105,119.967,99.1908,
14.9898,24.9825,20.4727,19.4738,19.1761,20.5349,20.4358,19.5376,20.7632,119.971,99.3291,119.987,99.4916,
19.4936,14.9965,20.5057,19.5333,19.1915,24.9949,20.4983,20.5296,20.6959,119.992,99.6334,119.998,99.8125,
20.5769,19.2013,14.9995,20.5137,24.9994,19.5217,19.5165,20.6223,20.5184,119.999,99.907,119.999,100.147,
20.57,20.662,14.9991,20.5262,20.5067,19.2094,19.5055,24.9973,19.5295,119.991,100.2,119.991,100.424,
20.4935,19.2107,14.9959,24.9923,19.4892,19.5357,20.7399,20.5334,20.467,119.988,100.576,119.974,100.721,
24.9834,14.9901,20.5355,20.7911,19.5388,20.4662,19.4651,20.3901,19.2068,119.973,100.826,119.948,101.015,
20.5343,19.5387,20.4424,20.3192,19.2013,24.9619,19.437,14.977,20.866,119.942,101.15,119.909,101.347,
20.4108,19.5334,19.408,24.9388,20.2132,20.9131,20.5247,19.186,14.961,119.912,101.435,119.858,101.677,
20.954,20.5148,19.1734,20.3664,19.3657,24.9056,14.9466,19.5196,20.0913,119.844,101.804,119.811,101.935,
20.3352,14.9328,24.8777,20.4979,19.3246,19.5049,19.9896,21.0144,19.1437,119.82,102.082,119.726,102.327,
19.2737,20.2685,24.8243,19.1197,21.0537,14.8989,19.8598,19.4781,20.4625,119.701,102.419,119.65,102.622,
19.785,20.4454,20.2161,19.0906,21.0852,14.8738,24.7705,19.4532,19.2041,119.64,102.699,119.568,102.908,
20.4162,21.1097,19.0574,14.8471,19.6418,19.1557,24.7162,19.4228,20.1398,119.504,103.025,119.473,103.204,
19.1106,20.3781,19.3966,14.8144,19.5138,20.0847,21.1388,24.6507,19.0029,119.435,103.289,119.361,103.518,
19.0374,19.3951,24.5969,20.3259,21.1567,20.0099,18.9595,19.3438,14.7651,119.357,103.569,119.243,103.818,
24.5338,21.1682,19.3099,19.9443,18.9148,19.2341,14.729,20.2673,18.9356,119.265,103.946,119.12,104.102,
24.4595,18.8691,21.1767,19.8675,14.6904,18.8722,19.08,19.2467,20.2099,119.095,104.178,118.984,104.392,
19.7941,18.977,14.6497,18.804,18.7967,21.18,24.3544,19.1959,20.1552,118.911,104.392,118.865,104.627,
21.179,18.7312,18.8361,24.2857,20.1093,19.1479,19.6914,18.7357,14.5925,118.847,104.686,118.726,104.884,
14.563,21.173,24.1983,18.6781,20.0359,19.0789,18.6138,18.6576,19.576,118.632,105.045,118.517,105.24,
14.4918,18.5273,19.011,18.4834,21.1558,19.9501,19.4786,24.0531,18.5742,118.455,105.28,118.374,105.466,
14.4413,19.896,18.4372,23.9798,18.5204,18.9388,18.3208,21.137,19.3786,118.293,105.603,118.222,105.693,
19.3243,18.886,21.1229,23.8852,14.3789,18.1656,18.3083,19.7796,18.4032,118.271,105.757,117.928,106.095,
17.9475,18.1815,19.6836,21.0766,18.7453,18.3055,14.2677,23.6724,19.0975,117.792,106.183,117.737,106.336,
23.5932,14.2171,17.7578,21.0421,18.6582,19.5793,18.0451,18.2088,18.9881,117.687,106.437,117.567,106.538,
23.4859,18.1527,14.1547,19.5057,17.9565,18.5769,17.5744,21.0014,18.8848,117.519,106.671,117.394,106.732,
17.4685,18.8178,14.0937,19.4212,20.9705,18.4978,17.8445,23.3357,18.0393,117.346,106.71,117.219,106.92,
20.9377,19.3398,18.4255,14.0255,18.6892,17.7419,17.9588,23.2038,17.2228,117.09,107.123,116.986,107.156,
13.9495,17.8637,18.3112,20.873,18.5423,23.0665,17.0395,17.5827,19.1767,116.829,107.216,116.75,107.378,
18.4227,17.4854,13.8581,20.8129,18.1907,19.0807,22.9118,17.7191,16.8284,116.65,107.53,116.548,107.558,
17.6548,18.9993,13.7822,16.6905,18.2695,17.3385,22.7655,20.7402,18.0617,116.448,107.53,116.292,107.772,
20.6932,17.213,18.1265,16.4758,18.8474,17.4968,22.6054,17.9492,13.6663,116.258,107.823,116.064,107.952,
22.4988,17.9947,17.0744,13.6047,20.6146,18.7244,17.3773,16.2498,17.8324,116.087,107.974,115.834,108.122,
17.2917,16.1016,17.8389,20.5436,16.9168,17.7291,13.5028,22.2857,18.5762,115.672,108.082,115.577,108.3,
20.477,13.4341,15.883,16.7746,17.6089,17.6612,18.4566,17.1144,22.1052,115.373,108.345,115.329,108.462,
16.6416,15.6788,18.3428,21.974,17.4788,16.9957,17.4935,13.309,20.3577,115.282,108.432,115.078,108.615,
17.3824,16.8908,17.3641,16.4719,21.7979,20.2849,15.4173,13.2141,18.159,114.958,108.594,114.802,108.772,
18.0725,17.2033,21.6207,17.2109,20.1891,16.2862,15.1903,13.1093,16.6914,114.856,108.81,114.528,108.916,
17.9187,16.1531,15.0085,17.0712,17.0035,16.5731,13.0104,21.3798,20.0663,114.394,108.861,114.25,109.052,
15.9698,19.9881,16.8064,16.4066,16.8885,14.7023,17.6888,12.8776,21.1316,113.931,109.146,113.863,109.224,
16.2392,19.8472,12.768,20.9453,14.4203,17.4891,15.6696,16.6529,16.4946,113.697,109.428,113.49,109.371,
12.6372,16.5213,19.6923,14.1324,15.4666,15.9831,17.264,16.282,20.6205,113.237,109.414,113.186,109.479,
16.3456,12.5027,15.8347,16.1171,20.4403,17.0934,15.2584,19.5274,13.8057,113.068,109.606,112.907,109.568,
15.9708,16.9701,16.1864,12.3888,19.4319,20.2346,15.6519,15.074,13.5743,112.815,109.718,112.621,109.65,
16.8038,15.7689,14.9414,20.0491,19.3062,15.4982,13.3703,12.2528,15.977,112.636,109.624,112.372,109.715,
13.225,19.2103,14.7778,19.861,16.6191,15.8532,15.5534,15.3354,12.1446,112.361,109.704,112.119,109.773,
13.0014,19.0836,16.4579,15.7016,15.1891,15.3663,19.6153,14.5467,12.0254,112.071,109.775,111.808,109.835,
15.2118,11.941,15.0251,19.415,18.9177,15.5074,16.2359,12.644,14.3307,111.759,109.965,111.503,109.886,
14.8579,14.9829,16.0777,15.339,11.7964,18.7634,14.1514,12.39,19.1298,111.283,109.934,111.233,109.924,
18.9998,15.1899,14.7798,15.8915,11.6771,12.1693,14.6326,13.9477,18.5975,111.237,109.817,110.91,109.959,
14.4867,18.4895,14.979,18.7088,11.5374,11.8781,14.4879,15.6231,13.7014,110.866,110.134,110.573,109.984,
13.5649,15.4727,11.637,14.2908,11.3959,18.2854,14.7329,18.3968,14.2042,110.495,109.908,110.301,109.995,
11.3022,18.1712,13.3567,14.0735,15.2621,14.5687,18.173,11.3218,14.0228,110.07,110.173,109.981,110,
13.8885,13.8699,17.9856,11.1009,11.1346,15.0304,17.9213,13.0751,14.3299,109.897,109.942,109.711,109.996,
17.8525,17.7461,11.0229,14.8561,14.1833,13.6205,10.8179,12.874,13.6304,109.744,110.053,109.418,109.983,
13.5146,12.726,13.4244,13.994,14.6374,10.5647,10.8655,17.4293,17.6158,109.274,109.88,109.138,109.963,
13.8318,17.5062,13.2913,13.1892,17.2138,10.7383,10.2881,14.3987,12.4324,109.072,110.1,108.846,109.933,
13.1167,10.6344,13.6137,17.3186,14.2241,12.9338,16.9234,9.99238,12.1993,108.697,110.104,108.522,109.89,
9.79812,12.0404,12.7072,17.1071,12.8367,13.9588,16.6455,13.3198,10.4253,108.482,109.815,108.22,109.84,
16.9446,9.49713,13.7572,13.1419,12.6172,10.3036,16.3726,12.4048,11.7217,108.13,109.932,107.934,109.784,
9.23181,12.9513,10.1844,12.4174,12.1935,16.7064,13.4892,16.0909,11.4873,107.793,109.789,107.638,109.717,
11.9999,15.9041,11.3272,16.5358,10.0291,12.6949,12.1702,8.84568,13.2319,107.549,109.636,107.348,109.642,
16.3585,9.90005,15.6102,13.0567,12.4774,8.59355,11.0378,11.6642,11.9205,107.347,109.662,107.083,109.565,
10.8838,15.3693,16.1554,9.7527,12.8262,8.33033,11.4435,11.7129,12.2059,107.107,109.468,106.767,109.463,
12.6037,10.6017,8.03923,12.0184,11.4849,9.56533,15.8719,14.9505,11.1079,106.543,109.467,106.448,109.348,
12.3374,7.74499,9.43627,11.259,10.8994,11.7439,14.6754,15.6406,10.2379,106.366,109.336,106.169,109.237,
12.0797,14.4494,11.0265,10.6393,9.26778,15.4446,11.4894,7.35031,9.97934,106.188,109.308,105.888,109.115,
11.3172,15.2609,10.7858,7.11318,9.78103,9.10919,14.092,10.3232,11.7352,105.719,109.059,105.643,109.001,
15.0757,9.00427,10.575,9.56863,10.1241,13.8488,11.5332,6.79989,11.0198,105.568,108.969,105.405,108.882,
8.87431,13.6347,9.33868,6.57205,10.8324,14.8127,11.2902,10.2923,9.81805,105.306,108.88,105.142,108.741,
10.1438,11.1103,9.0978,6.28545,8.69848,9.59696,10.5773,14.5731,13.2423,104.923,108.653,104.88,108.59,
9.88701,9.36911,10.8263,5.98401,10.3472,14.3602,8.75214,8.50301,12.9047,104.6,108.532,104.565,108.394,
9.05388,8.38804,5.63145,10.4923,12.6421,8.46044,14.0546,9.99178,9.46939,104.557,108.245,104.282,108.204,
9.30106,13.8455,12.3311,5.27695,10.1787,8.16964,9.73336,8.1644,8.60479,104.204,108.286,104.017,108.012,
13.567,8.98598,8.02784,4.91795,11.9463,7.84752,9.41258,8.28971,9.78777,103.845,107.91,103.718,107.78,
4.60736,11.6369,9.1735,7.55912,13.2379,8.63507,9.50642,7.96848,7.80465,103.708,107.704,103.474,107.577,
7.30744,4.27594,7.72011,12.9672,11.2557,9.21637,8.33618,7.6525,8.80041,103.438,107.416,103.223,107.353,
9.00367,8.62608,3.94017,10.9673,6.96568,7.39288,8.07821,12.668,7.50216,103.207,107.263,103.032,107.173,
7.91137,3.6846,12.4945,7.40307,7.14705,6.70621,8.67704,10.6446,8.30605,102.947,107.074,102.841,106.983,
7.2953,8.15435,7.65775,8.46764,12.2461,6.46412,6.8669,3.34793,10.3674,102.688,106.949,102.66,106.792,
7.45299,8.24894,7.15964,6.24872,10.1612,3.12054,7.86281,11.9856,6.58884,102.565,106.751,102.484,106.596,
6.44179,7.69028,6.01968,7.03148,9.90185,2.86886,11.7712,7.92891,7.12921,102.466,106.488,102.315,106.399,
6.99326,7.74739,6.14859,5.75467,6.89972,2.61179,7.38644,9.59336,11.5075,102.22,106.238,102.136,106.177,
7.47293,5.86784,5.4862,2.35682,6.76227,6.64445,7.09324,9.27438,11.2173,102.022,105.971,101.924,105.897,
5.2044,11.0298,5.53237,9.02945,6.61597,6.82672,6.34811,7.06896,2.00906,101.888,105.859,101.77,105.68,
1.88045,6.17453,5.2786,8.78137,4.90865,10.7255,6.80214,6.47237,6.51974,101.781,105.518,101.587,105.405,
8.49642,4.95692,1.59984,10.465,4.59207,6.35335,6.49695,6.24258,5.76786,101.633,105.314,101.427,105.149,
6.0639,4.65937,10.2018,1.39329,6.23089,6.22519,8.12168,4.24956,5.49055,101.409,105.085,101.272,104.88,
7.92786,5.76696,1.25943,5.95343,4.01647,5.26675,4.28628,9.85508,6.09118,101.266,104.785,101.147,104.651,
5.52488,9.6767,1.19033,3.77109,7.63212,5.02002,4.01722,5.6355,5.98731,101.132,104.61,101.026,104.411,
4.8355,9.42622,5.43824,5.23632,5.90636,7.38164,3.47864,3.73646,1.20607,100.979,104.349,100.91,104.168,
3.30101,4.57888,4.99994,7.17343,3.50802,1.26782,5.11986,9.0969,5.78869,100.899,104.058,100.794,103.904,
6.95638,8.89319,4.29468,5.71359,4.6949,4.8412,1.42746,2.90754,3.13763,100.762,103.891,100.674,103.608,
8.60464,6.68822,1.58635,5.61077,4.54216,4.38611,3.95426,2.62858,2.84413,100.651,103.595,100.579,103.353,
3.77319,1.78526,4.15977,2.63458,2.40299,6.4307,4.23742,5.51019,8.22675,100.543,103.189,100.482,103.066,
6.25592,4.00553,8.0211,2.33388,3.44551,2.10334,3.82205,2.10499,5.4213,100.484,102.995,100.4,102.799,
2.26223,3.62614,7.75428,5.36673,3.19354,3.6771,2.0239,5.9996,1.80805,100.362,102.76,100.328,102.541,
5.88598,3.46425,1.81464,1.62038,3.33459,7.45644,2.58181,5.28939,2.89405,100.354,102.438,100.259,102.263,
2.73336,3.1739,7.20941,5.68287,2.83094,1.49492,5.22973,1.3029,3.00587,100.26,102.175,100.202,101.999,
2.49532,1.13726,2.89585,5.18356,1.25028,2.78117,3.12219,6.86345,5.49415,100.156,101.872,100.145,101.696,
6.66648,0.8661,2.58361,5.13125,3.39065,2.15356,5.36748,2.46879,0.935203,100.123,101.649,100.103,101.43,
2.34648,6.39038,1.95375,0.642605,2.25204,0.755927,5.08733,3.71443,5.23962,100.057,101.354,100.062,101.111,
3.9069,2.02225,5.0563,0.484015,1.95495,0.579649,1.64001,5.99885,5.14144,100.046,101.038,100.033,100.818,
1.45894,0.478319,1.71466,5.02812,0.546072,5.72589,4.28658,5.07459,1.62368,100.028,100.713,100.015,100.553,
1.24369,1.445,1.4414,0.6498,0.641256,5.00953,5.40706,5.02377,4.6904,100.007,100.34,100,100.076,
0.936851,0.976874,1.01255,1.00191,5.01133,4.97536,5.00159,5.00069,1.06861,99.9959,99.9758,100.003,99.7674,
4.73837,1.24339,1.26048,5.01403,0.740337,0.806442,5.34245,0.72295,5.00743,100.008,99.6956,100.013,99.4931,
0.591491,1.48967,0.602133,0.79475,1.53838,5.59563,5.05645,5.01972,4.35314,100.018,99.3689,100.031,99.2095,
1.77102,0.466327,4.15033,5.03711,5.87638,0.88169,1.82753,0.554016,5.12975,100.05,99.1349,100.056,98.9403,
2.00636,5.06065,5.18461,2.07606,1.0142,0.526436,0.651299,6.18592,3.79912,100.064,98.8145,100.09,98.6624,
2.26178,0.781709,6.38633,0.667488,5.09932,3.57652,5.30333,1.22255,2.41288,100.121,98.5791,100.13,98.3958,
6.63561,2.59261,5.40076,1.39254,3.31675,2.58916,5.14564,0.928457,1.09109,100.14,98.3577,100.176,98.1301,
2.84518,5.52428,6.92611,1.27322,3.05548,1.13951,1.64406,2.87126,5.19975,100.173,98.0684,100.232,97.86,
5.23123,3.05414,2.80951,3.16896,1.38249,5.71105,7.25543,1.90113,1.61888,100.27,97.7777,100.304,97.5543,
3.44911,5.87533,1.65575,1.85377,2.48318,2.1666,7.58985,3.46935,5.3381,100.309,97.4288,100.395,97.2172,
5.38817,2.40853,3.70364,2.19013,2.19703,7.88619,6.14769,2.03709,3.8997,100.457,97.1061,100.478,96.9468,
6.29234,2.43731,1.95764,5.47586,2.26628,4.01062,8.17339,2.738,4.17551,100.496,96.8227,100.563,96.691,
1.76398,8.36436,2.49173,5.55366,4.24716,2.75239,6.55226,4.44757,3.01231,100.586,96.6621,100.671,96.3975,
3.18035,1.52489,4.52312,2.80561,3.05728,8.71826,4.72728,5.67252,6.83392,100.754,96.3137,100.777,96.1344,
3.28423,6.98322,1.34847,3.47729,5.75122,4.82576,3.112,5.01778,9.02375,100.785,95.9873,100.882,95.8931,
3.68745,1.24039,5.0509,3.60425,3.35243,5.85465,9.28053,7.31314,5.33945,100.993,95.728,101.035,95.5701,
5.34335,4.02217,9.53145,1.18148,3.95636,3.68955,5.99135,7.60903,5.66218,101.14,95.4748,101.175,95.2977,
4.29303,4.22303,1.22555,9.83229,3.9769,5.7013,7.86371,6.11412,5.96377,101.259,95.1795,101.324,95.0265,
1.33558,10.0934,4.24431,8.11313,4.57903,4.65833,6.01159,6.25412,6.25112,101.331,94.9827,101.494,94.7419,
6.23448,6.48706,8.41323,4.92859,4.9106,1.58605,6.36744,10.4834,4.63584,101.496,94.6757,101.641,94.5108,
10.6456,5.14804,6.46353,1.77432,6.54252,5.20904,6.82822,4.89426,8.76638,101.787,94.4848,101.815,94.2555,
1.97788,5.08358,6.78176,10.9493,7.0742,5.49625,9.02165,5.51393,6.63426,101.83,94.2043,101.994,94.0085,
9.24095,5.75467,5.40361,6.74023,11.2568,2.32579,7.13011,5.79784,7.44849,102.038,93.859,102.185,93.7615,
5.65858,7.34132,6.87079,9.58601,11.5441,7.71096,6.07904,6.15654,2.6737,102.244,93.7196,102.402,93.4987,
7.64186,11.7938,6.00649,2.90844,6.34676,6.44254,8.03399,7.06596,10.0033,102.567,93.4673,102.604,93.27,
7.91377,10.2024,8.26333,3.20838,6.32007,12.111,7.20296,6.77276,6.68087,102.569,93.2239,102.818,93.0415,
7.30489,6.97602,12.332,6.87604,6.59094,3.52301,10.5836,8.28491,8.64676,102.977,92.9241,103.043,92.8169,
7.46183,3.79282,7.16264,6.89568,7.34536,12.6641,10.9286,8.94056,8.594,103.166,92.6319,103.293,92.5831,
7.62642,4.12934,7.17508,9.1762,12.9265,7.67319,8.84703,7.52089,11.2743,103.469,92.4991,103.511,92.3913,
11.4483,7.88994,9.43042,9.05643,7.79565,7.74544,7.48657,4.50003,13.2032,103.509,92.2327,103.721,92.2172,
7.90478,11.7403,9.6824,13.3769,7.97463,9.31875,7.73525,4.77644,8.23755,103.803,92.2507,103.938,92.0466,
7.89638,8.40468,8.05288,12.046,13.6158,9.55993,5.05135,10.0029,8.27247,103.96,92.0118,104.197,91.8561,
9.76349,8.20412,8.71302,12.3523,5.32506,10.2448,8.50601,13.8967,8.28402,104.235,91.8233,104.419,91.7022,
