Distance host 0(m),Distance host 1(m),Distance host 2(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
5.62995,6.78625,6.99131,103.589,94.9982,103.591,95,
6.7888,6.99341,5.63235,103.591,94.9989,103.596,95,
5.634,6.79195,6.99581,103.597,94.9975,103.599,95,
6.79435,5.63595,6.99776,103.6,94.9975,103.603,95,
6.79704,6.99955,5.6379,103.603,94.9995,103.607,95,
5.6394,7.0015,6.80019,103.61,95.0008,103.611,95,
7.00315,6.80244,5.64134,103.612,95.0024,103.615,95,
7.0051,6.80529,5.64359,103.615,95.0048,103.62,95,
6.80829,5.64539,7.0084,103.621,94.997,103.624,95,
6.81069,5.64719,7.0102,103.624,94.9976,103.628,95,
6.81338,7.012,5.64914,103.627,94.9997,103.631,95,
7.01364,6.81623,5.65094,103.632,95.0029,103.635,95,
6.81833,7.01589,5.65274,103.634,94.9994,103.639,95,
6.82118,7.01784,5.65454,103.639,95.0005,103.643,95,
7.01979,6.82418,5.65633,103.644,95.0021,103.647,95,
6.82657,5.65798,7.02234,103.647,94.9971,103.651,95,
6.82897,5.65963,7.02429,103.651,94.9963,103.654,95,
6.83152,5.66143,7.02594,103.654,94.9985,103.658,95,
5.66278,7.02773,6.83452,103.661,94.9999,103.662,95,
7.02968,5.66533,6.83782,103.665,95.0047,103.667,95,
7.03238,6.84081,5.66773,103.668,95.0028,103.671,95,
7.03433,5.66923,6.84351,103.673,95.0025,103.675,95,
6.84561,5.67117,7.03703,103.675,94.9963,103.679,95,
6.84831,5.67297,7.03898,103.679,94.9969,103.683,95,
5.67447,6.85116,7.04093,103.685,94.9972,103.686,95,
7.04257,5.67657,6.8543,103.69,95.0023,103.691,95,
5.67822,6.8564,7.04512,103.692,94.9962,103.694,95,
7.04647,5.68032,6.85955,103.697,95.0035,103.698,95,
7.04857,6.86195,5.68242,103.699,95.0029,103.702,95,
7.05067,5.68407,6.86495,103.705,95.0031,103.706,95,
7.05322,5.68631,6.8681,103.709,95.0023,103.711,95,
5.68796,6.87049,7.05577,103.713,94.9972,103.715,95,
5.68991,6.87334,7.05786,103.717,94.9978,103.719,95,
5.69186,7.05966,6.87649,103.722,95.0014,103.723,95,
7.06161,6.87889,5.69411,103.724,95.0023,103.727,95,
6.88129,5.69591,7.06431,103.727,94.9966,103.731,95,
6.88413,7.06611,5.69816,103.731,95.0001,103.735,95,
5.69935,6.88713,7.06851,103.737,94.9969,103.739,95,
7.06986,6.88968,5.70175,103.739,95.003,103.743,95,
7.0721,5.7034,6.89298,103.746,95.0032,103.747,95,
7.0742,5.7055,6.89583,103.75,95.0041,103.752,95,
7.07675,6.89867,5.7079,103.753,95.0028,103.756,95,
6.90077,5.70955,7.0793,103.755,94.9967,103.759,95,
7.0808,6.90407,5.7118,103.76,95.0038,103.763,95,
7.0832,5.71344,6.90707,103.766,95.0019,103.767,95,
7.085,5.71509,6.90947,103.77,95.0022,103.771,95,
5.71674,7.08709,6.91216,103.774,95.0013,103.775,95,
5.71854,6.91456,7.08949,103.777,94.9978,103.779,95,
6.91681,7.09129,5.72094,103.778,94.9997,103.782,95,
6.91966,7.09339,5.72304,103.782,95.0006,103.787,95,
5.72424,7.09549,6.92296,103.79,95.0006,103.79,95,
5.72634,6.92536,7.09789,103.792,94.9979,103.794,95,
7.09968,5.72858,6.92865,103.797,95.003,103.799,95,
7.10178,5.73053,6.93135,103.801,95.003,103.802,95,
5.73203,7.10388,6.93375,103.805,95.0007,103.806,95,
6.9357,7.10598,5.73443,103.805,94.9994,103.81,95,
6.93855,7.10808,5.73638,103.809,95,103.814,95,
7.10973,6.94124,5.73803,103.814,95.0023,103.818,95,
6.94364,5.73953,7.11228,103.818,94.9968,103.821,95,
7.11378,5.74163,6.94694,103.823,95.0037,103.825,95,
5.74312,7.11617,6.94949,103.828,94.9998,103.829,95,
7.11797,5.74552,6.95249,103.832,95.0043,103.833,95,
7.12007,5.74762,6.95548,103.836,95.0058,103.838,95,
6.95788,5.74972,7.12337,103.838,94.9967,103.842,95,
5.75137,7.12502,6.96103,103.844,95.0006,103.845,95,
6.96313,7.12727,5.75377,103.845,94.9988,103.85,95,
5.75542,7.12966,6.96703,103.854,95,103.854,95,
5.75736,7.13161,6.96958,103.857,95.0006,103.858,95,
5.75916,6.97182,7.13386,103.86,94.9976,103.861,95,
5.76111,7.13566,6.97482,103.864,95.0008,103.865,95,
7.13746,6.97692,5.76336,103.865,95.0018,103.869,95,
6.97932,5.76501,7.14001,103.869,94.9967,103.872,95,
6.98202,5.76681,7.14196,103.873,94.9974,103.876,95,
7.14375,6.98501,5.76921,103.877,95.0019,103.88,95,
7.1457,5.77085,6.98801,103.882,95.0032,103.884,95,
5.7725,6.99056,7.1484,103.887,94.9976,103.888,95,
7.15005,6.99326,5.77505,103.889,95.0026,103.892,95,
6.99566,7.15245,5.777,103.891,94.9995,103.896,95,
6.99851,5.7791,7.15545,103.895,94.9941,103.902,95,
7.15754,7.003,5.78195,103.903,95.003,103.906,95,
7.15979,5.7839,7.00615,103.908,95.0036,103.91,95,
5.78539,7.00885,7.16279,103.913,94.9959,103.915,95,
5.78809,7.012,7.16519,103.917,94.9976,103.919,95,
5.78989,7.16714,7.01529,103.923,95.0004,103.923,95,
5.79184,7.01739,7.16939,103.925,94.9972,103.927,95,
7.17104,7.02009,5.79424,103.927,95.0018,103.93,95,
7.02234,5.79589,7.17343,103.93,94.9973,103.934,95,
5.79769,7.02579,7.17583,103.937,94.9974,103.939,95,
5.80008,7.17793,7.02908,103.942,95.0009,103.943,95,
5.80218,7.18033,7.03208,103.946,95.0003,103.947,95,
5.80413,7.03448,7.18273,103.949,94.9972,103.951,95,
7.03688,7.18453,5.80653,103.95,94.9997,103.955,95,
7.18647,7.03988,5.80848,103.955,95.0019,103.958,95,
7.04212,7.18872,5.81043,103.958,94.9993,103.962,95,
7.19052,5.81208,7.04527,103.964,95.0022,103.966,95,
7.04737,7.19277,5.81417,103.965,94.9995,103.969,95,
5.81567,7.05037,7.19502,103.971,94.9983,103.973,95,
7.05262,5.81777,7.19727,103.973,94.9961,103.977,95,
7.05547,5.82002,7.19952,103.977,94.9965,103.981,95,
5.82167,7.20131,7.05906,103.985,95.0011,103.985,95,
7.06116,7.20341,5.82422,103.985,95.0008,103.989,95,
7.20551,7.06446,5.82647,103.99,95.0039,103.994,95,
5.82827,7.06776,7.20881,103.996,94.997,103.998,95,
7.21031,7.07046,5.83066,103.999,95.0027,104.002,95,
7.21241,7.0733,5.83276,104.003,95.0038,104.006,95,
7.21466,5.83456,7.0763,104.008,95.0034,104.01,95,
5.83606,7.0787,7.2172,104.012,94.9979,104.013,95,
5.83816,7.08125,7.2193,104.015,94.9979,104.017,95,
7.08395,5.84071,7.222,104.017,94.9954,104.023,95,
7.08754,5.8431,7.22455,104.023,94.9967,104.026,95,
5.84475,7.09024,7.22635,104.028,94.9981,104.03,95,
5.8464,7.228,7.09294,104.032,95.0006,104.033,95,
7.09489,7.23009,5.8488,104.032,94.9993,104.037,95,
7.09744,7.23219,5.8506,104.036,94.9985,104.04,95,
7.10013,7.23429,5.85285,104.039,94.9994,104.044,95,
5.8545,7.10358,7.23684,104.046,94.9981,104.049,95,
7.10583,7.23879,5.85675,104.048,94.9985,104.052,95,
7.24059,5.85854,7.10928,104.055,95.003,104.056,95,
5.86034,7.24299,7.11213,104.06,95.0011,104.06,95,
7.11452,7.24538,5.86304,104.06,95.0001,104.064,95,
7.24733,7.11752,5.86514,104.065,95.0028,104.068,95,
7.24958,5.86694,7.12082,104.071,95.0035,104.072,95,
7.12307,5.86919,7.25258,104.073,94.9964,104.076,95,
5.87084,7.25453,7.12652,104.08,94.9994,104.08,95,
7.25648,7.12891,5.87368,104.08,95.0022,104.085,95,
7.25872,5.87548,7.13236,104.087,95.0034,104.089,95,
7.26082,5.87743,7.13491,104.091,95.003,104.092,95,
7.26292,7.13731,5.87968,104.093,95.0029,104.096,95,
5.88133,7.26562,7.14061,104.1,95,104.1,95,
5.88343,7.26787,7.14345,104.104,95,104.104,95,
7.26952,7.1457,5.88583,104.105,95.0031,104.108,95,
7.27177,5.88792,7.1493,104.111,95.0057,104.113,95,
5.89032,7.1523,7.27536,104.115,94.9974,104.117,95,
5.89212,7.27716,7.1553,104.12,95.0003,104.12,95,
7.1571,7.27911,5.89452,104.12,94.9996,104.124,95,
7.28091,7.16009,5.89647,104.125,95.003,104.127,95,
7.28316,5.89842,7.16324,104.13,95.0036,104.132,95,
5.90022,7.16579,7.28616,104.134,94.9962,104.136,95,
7.28765,7.16849,5.90276,104.136,95.0025,104.139,95,
7.17104,7.29005,5.90501,104.139,95.0008,104.144,95,
7.17388,7.29305,5.90756,104.141,94.9967,104.149,95,
5.90951,7.17838,7.29605,104.152,94.9967,104.153,95,
7.18078,7.29785,5.91221,104.152,95.0002,104.157,95,
7.18363,5.91401,7.3004,104.157,94.9971,104.161,95,
5.91565,7.30234,7.18692,104.164,94.9996,104.165,95,
7.30414,7.19007,5.91895,104.166,95.0075,104.17,95,
7.30759,7.19382,5.9215,104.172,95.0034,104.175,95,
7.30999,5.92345,7.19712,104.178,95.0035,104.179,95,
7.31209,5.92585,7.20027,104.182,95.0066,104.184,95,
7.20296,5.9284,7.31584,104.184,94.9964,104.188,95,
7.31718,7.20581,5.93049,104.188,95.003,104.191,95,
7.20836,5.93229,7.32003,104.192,94.9967,104.195,95,
7.32153,7.21136,5.93469,104.196,95.0036,104.199,95,
7.21376,7.32408,5.93679,104.198,94.9999,104.203,95,
7.21645,5.93859,7.32648,104.203,94.9974,104.207,95,
5.94009,7.32843,7.21975,104.21,94.9994,104.21,95,
7.22185,7.33053,5.94279,104.21,94.9997,104.214,95,
7.33247,7.225,5.94488,104.215,95.003,104.218,95,
7.33487,7.22785,5.94698,104.219,95.0019,104.222,95,
7.33712,7.23084,5.94908,104.223,95.0025,104.226,95,
7.33952,5.95133,7.23429,104.229,95.0041,104.231,95,
7.34222,5.95388,7.23759,104.234,95.0038,104.235,95,
7.34462,5.95598,7.24044,104.238,95.0027,104.239,95,
7.24254,7.34701,5.95838,104.238,94.9998,104.243,95,
7.24538,7.34926,5.96047,104.242,94.9999,104.247,95,
7.35136,5.96242,7.24898,104.249,95.0033,104.251,95,
5.96407,7.35376,7.25168,104.254,95.0004,104.254,95,
5.96632,7.35601,7.25453,104.258,95.0009,104.258,95,
7.35781,7.25693,5.96887,104.259,95.0039,104.262,95,
5.97052,7.3605,7.26007,104.265,95.0004,104.266,95,
5.97277,7.26277,7.3632,104.268,94.9971,104.27,95,
5.97501,7.26562,7.36545,104.272,94.9976,104.274,95,
7.3671,5.97726,7.26862,104.276,95.003,104.278,95,
7.36935,5.97936,7.27177,104.281,95.0042,104.282,95,
7.3716,7.27401,5.98176,104.282,95.003,104.286,95,
7.27626,5.98356,7.37429,104.285,94.9966,104.289,95,
7.27911,7.37624,5.98596,104.288,94.9998,104.293,95,
7.28211,7.37864,5.9882,104.293,94.9997,104.297,95,
5.98985,7.38089,7.28586,104.301,95.0017,104.301,95,
5.9921,7.2884,7.38359,104.304,94.9978,104.305,95,
7.29065,7.38554,5.99465,104.304,94.9993,104.309,95,
5.9963,7.29395,7.38809,104.312,94.9974,104.313,95,
7.2962,5.99855,7.39018,104.313,94.9969,104.317,95,
6.00035,7.29935,7.39258,104.319,94.996,104.321,95,
7.39423,7.30204,6.00304,104.321,95.0018,104.324,95,
6.00454,7.30489,7.39678,104.327,94.9978,104.328,95,
7.30729,6.00709,7.39918,104.328,94.9965,104.332,95,
7.40098,6.00934,7.31104,104.335,95.0036,104.336,95,
6.01114,7.31329,7.40382,104.338,94.9962,104.34,95,
7.31584,6.01354,7.40592,104.34,94.9972,104.344,95,
7.40787,6.01579,7.31958,104.347,95.0032,104.348,95,
7.32168,6.01803,7.41057,104.348,94.9977,104.352,95,
7.32438,6.01998,7.41282,104.352,94.9967,104.355,95,
7.41432,6.02193,7.32768,104.358,95.0036,104.359,95,
7.41672,7.33008,6.02433,104.359,95.0018,104.363,95,
7.33247,6.02613,7.41926,104.363,94.9971,104.366,95,
6.02778,7.33532,7.42136,104.368,94.997,104.37,95,
6.03003,7.42331,7.33847,104.373,95.0008,104.373,95,
6.03212,7.34147,7.42646,104.378,94.9948,104.379,95,
7.34477,6.03557,7.42931,104.379,94.9961,104.383,95,
6.03737,7.43126,7.34821,104.387,94.9997,104.387,95,
7.35046,7.4335,6.04022,104.386,94.9999,104.391,95,
7.35346,7.43605,6.04262,104.39,94.9992,104.395,95,
6.04412,7.35676,7.4386,104.398,94.9969,104.399,95,
7.44025,7.35946,6.04681,104.399,95.0027,104.403,95,
7.36185,6.04861,7.4431,104.403,94.9958,104.407,95,
7.3647,6.05086,7.44535,104.406,94.9964,104.41,95,
6.05266,7.44729,7.36815,104.414,95,104.414,95,
6.05476,7.3704,7.44954,104.416,94.9979,104.418,95,
7.37295,7.45164,6.05731,104.417,94.9993,104.422,95,
7.37594,6.05941,7.45434,104.422,94.9966,104.425,95,
7.37834,7.45614,6.0615,104.425,94.9984,104.429,95,
7.38134,7.45869,6.0639,104.428,94.9978,104.433,95,
7.46049,6.066,7.38509,104.436,95.0046,104.437,95,
7.38734,6.0681,7.46363,104.438,94.9957,104.441,95,
7.46498,6.0708,7.39123,104.444,95.0082,104.447,95,
7.46843,6.07365,7.39513,104.45,95.0056,104.451,95,
7.47128,7.39783,6.07634,104.451,95.0025,104.455,95,
7.40038,7.47398,6.07859,104.454,94.9986,104.459,95,
6.08009,7.40352,7.47637,104.461,94.9968,104.463,95,
7.40592,6.08249,7.47847,104.463,94.9973,104.466,95,
7.48027,6.08474,7.40952,104.469,95.004,104.47,95,
6.08654,7.41192,7.48312,104.473,94.9971,104.474,95,
7.41447,6.08908,7.48552,104.474,94.9963,104.478,95,
7.41732,6.09148,7.48792,104.478,94.9962,104.482,95,
7.42031,7.49076,6.09463,104.479,94.9956,104.489,95,
6.09733,7.42571,7.49421,104.491,94.998,104.493,95,
6.09958,7.42901,7.49706,104.496,94.9958,104.498,95,
7.432,6.10273,7.49961,104.498,94.9974,104.502,95,
7.435,7.50186,6.10527,104.501,94.9995,104.506,95,
7.50396,6.10737,7.43875,104.509,95.0041,104.51,95,
7.5065,7.44145,6.11007,104.511,95.0032,104.514,95,
7.5089,6.11187,7.4446,104.517,95.0024,104.518,95,
6.11382,7.44699,7.51175,104.52,94.9959,104.522,95,
7.51355,6.11652,7.45044,104.524,95.0035,104.526,95,
6.11861,7.45314,7.5167,104.528,94.9963,104.531,95,
6.12116,7.45659,7.51939,104.533,94.9967,104.534,95,
7.45899,6.12371,7.52164,104.534,94.9965,104.538,95,
6.12551,7.52359,7.46243,104.542,95.0002,104.542,95,
7.46468,6.12806,7.52614,104.542,94.9973,104.546,95,
7.52809,6.13046,7.46843,104.549,95.0039,104.55,95,
6.13225,7.53064,7.47113,104.553,95.0003,104.554,95,
6.13435,7.47338,7.53318,104.555,94.996,104.557,95,
7.47577,7.53498,6.13705,104.556,94.9997,104.56,95,
6.1384,7.53753,7.47967,104.566,94.9992,104.566,95,
7.48207,7.54008,6.14185,104.565,94.9995,104.569,95,
7.54218,6.14395,7.48582,104.572,95.0042,104.573,95,
7.54458,7.48837,6.14634,104.575,95.003,104.577,95,
7.49061,7.54713,6.14874,104.576,94.9995,104.581,95,
6.15039,7.49406,7.54982,104.583,94.9972,104.585,95,
7.55162,6.15309,7.49721,104.587,95.0037,104.589,95,
7.55387,6.15504,7.50006,104.592,95.0034,104.592,95,
6.15699,7.55627,7.50276,104.596,95.0014,104.596,95,
6.15939,7.5053,7.55912,104.598,94.9968,104.6,95,
7.50785,6.16178,7.56152,104.6,94.9956,104.604,95,
7.51085,7.56361,6.16433,104.603,94.9988,104.608,95,
6.16613,7.56616,7.5149,104.613,95.0003,104.613,95,
7.56886,7.5182,6.16988,104.614,95.0038,104.617,95,
7.52074,7.57156,6.17213,104.617,94.9999,104.621,95,
7.57351,7.52374,6.17438,104.621,95.0034,104.625,95,
7.52614,6.17632,7.57635,104.624,94.9969,104.628,95,
7.57785,7.52914,6.17842,104.629,95.0033,104.632,95,
7.58025,7.53214,6.18082,104.633,95.0038,104.636,95,
6.18247,7.58295,7.53528,104.639,95.0003,104.64,95,
6.18472,7.53783,7.58565,104.642,94.9964,104.643,95,
6.18697,7.5876,7.54098,104.647,95.0004,104.647,95,
7.54353,7.5903,6.19026,104.646,94.9998,104.652,95,
6.19221,7.59314,7.54787,104.657,95.0006,104.656,95,
6.19476,7.55042,7.59599,104.658,94.9964,104.66,95,
7.55312,6.19731,7.59839,104.661,94.9963,104.664,95,
7.55597,7.60049,6.19986,104.664,94.999,104.668,95,
7.55912,7.60289,6.20241,104.668,95.0006,104.672,95,
7.56211,6.2045,7.60588,104.672,94.9956,104.676,95,
6.20675,7.60798,7.56586,104.68,95.0008,104.68,95,
6.20885,7.56841,7.61068,104.683,94.9964,104.684,95,
7.57096,6.21155,7.61308,104.684,94.9962,104.688,95,
7.57381,7.61488,6.21395,104.687,95.0007,104.692,95,
6.21575,7.61743,7.5774,104.695,95.0005,104.696,95,
7.5792,7.61953,6.2183,104.694,94.9993,104.699,95,
7.62147,6.22024,7.58265,104.701,95.0036,104.703,95,
7.5849,6.22264,7.62447,104.702,94.9967,104.707,95,
7.5879,6.22489,7.62687,104.707,94.9968,104.711,95,
7.62882,7.59119,6.22759,104.711,95.0028,104.715,95,
7.59389,6.22969,7.63182,104.715,94.9967,104.719,95,
6.23209,7.59779,7.63481,104.722,94.9961,104.724,95,
7.60094,7.63736,6.23553,104.723,94.9994,104.728,95,
7.63946,7.60424,6.23778,104.729,95.0029,104.732,95,
6.23943,7.60708,7.64231,104.734,94.9971,104.736,95,
6.24183,7.64441,7.61023,104.739,95.0005,104.739,95,
7.64636,7.61278,6.24453,104.74,95.0037,104.743,95,
7.61548,6.24678,7.6495,104.743,94.997,104.747,95,
7.61848,7.65175,6.24947,104.746,94.9996,104.751,95,
7.65415,6.25172,7.62222,104.754,95.0026,104.755,95,
7.62462,6.25412,7.65715,104.755,94.9963,104.76,95,
7.62777,6.25667,7.65985,104.759,94.9956,104.764,95,
7.63107,7.6621,6.25952,104.763,94.9998,104.768,95,
7.63436,7.66479,6.26236,104.767,95.0007,104.773,95,
7.66779,6.26521,7.63961,104.778,95.0066,104.779,95,
6.26776,7.67124,7.64291,104.782,95.0008,104.783,95,
7.64486,7.67349,6.27046,104.781,94.9994,104.786,95,
7.67544,6.27241,7.64831,104.788,95.0038,104.79,95,
7.6504,6.27451,7.67828,104.79,94.9965,104.793,95,
7.65355,6.27705,7.68083,104.794,94.997,104.797,95,
7.65625,6.27915,7.68323,104.798,94.9955,104.801,95,
7.65925,6.2817,7.68578,104.801,94.9954,104.805,95,
6.28395,7.66285,7.68833,104.808,94.9966,104.81,95,
6.2865,7.66629,7.69103,104.813,94.9971,104.814,95,
7.66854,7.69297,6.28935,104.813,94.9997,104.817,95,
7.69507,6.29159,7.67229,104.82,95.005,104.821,95,
6.29369,7.69807,7.67544,104.825,95.0006,104.825,95,
7.67739,6.29609,7.70062,104.825,94.996,104.829,95,
7.70257,6.29864,7.68128,104.832,95.004,104.833,95,
7.70482,6.30074,7.68398,104.836,95.0036,104.837,95,
7.70706,6.30314,7.68683,104.839,95.0048,104.84,95,
7.70931,7.68908,6.30553,104.841,95.0037,104.844,95,
7.71201,7.69237,6.30808,104.845,95.0036,104.848,95,
7.71441,7.69552,6.31063,104.849,95.0052,104.853,95,
7.71741,7.69897,6.31348,104.854,95.0044,104.857,95,
7.70152,6.31558,7.72056,104.857,94.9965,104.861,95,
6.31768,7.70512,7.7231,104.864,94.9973,104.865,95,
7.7249,7.70781,6.32052,104.865,95.0028,104.869,95,
7.71006,7.72715,6.32262,104.867,95.0007,104.872,95,
7.7291,7.71291,6.32487,104.871,95.0038,104.876,95,
7.7318,6.32697,7.71636,104.878,95.0028,104.879,95,
6.32907,7.71951,7.73525,104.883,94.995,104.885,95,
6.33237,7.72325,7.73809,104.887,94.9978,104.889,95,
7.73989,7.72595,6.33521,104.889,95.0034,104.893,95,
7.7285,7.74259,6.33761,104.891,94.9999,104.896,95,
7.74469,6.33956,7.73225,104.899,95.0043,104.9,95,
7.7345,6.34211,7.74799,104.9,94.9955,104.904,95,
7.74993,6.34466,7.73854,104.908,95.0042,104.908,95,
6.34676,7.75263,7.74139,104.912,95.001,104.912,95,
7.75488,7.74409,6.34975,104.913,95.0035,104.916,95,
7.75713,7.74679,6.352,104.916,95.0036,104.92,95,
7.75983,7.74993,6.3544,104.921,95.0025,104.924,95,
7.76223,6.35665,7.75353,104.928,95.005,104.928,95,
7.75548,6.35905,7.76537,104.927,94.9957,104.932,95,
6.3613,7.75908,7.76792,104.934,94.997,104.936,95,
7.76957,6.36429,7.76283,104.939,95.0083,104.941,95,
6.36714,7.77377,7.76672,104.945,94.9999,104.945,95,
6.36939,7.76927,7.77647,104.948,94.996,104.949,95,
6.37209,7.77871,7.77257,104.952,94.9999,104.953,95,
7.78081,7.77527,6.37509,104.953,95.0036,104.957,95,
6.37674,7.78351,7.77842,104.96,95.0001,104.961,95,
7.78036,6.37928,7.78606,104.96,94.996,104.964,95,
7.78321,6.38138,7.78816,104.964,94.9974,104.968,95,
7.78636,6.38393,7.79086,104.968,94.9968,104.972,95,
6.38633,7.79325,7.79041,104.976,95.0015,104.976,95,
7.79236,7.79565,6.38918,104.975,94.9995,104.98,95,
7.7952,7.79805,6.39143,104.979,94.9991,104.984,95,
6.39307,7.7985,7.80075,104.986,94.9962,104.987,95,
6.39562,7.80285,7.8018,104.991,95.0008,104.991,95,
7.80375,6.39817,7.80555,104.99,94.9955,104.995,95,
6.40072,7.80794,7.80779,104.998,95.0007,104.999,95,
7.81004,6.40312,7.81049,104.999,94.9973,105.003,95,
6.40522,7.81259,7.81349,105.006,95.0011,105.006,95,
6.40746,7.81514,7.81649,105.01,95.0001,105.01,95,
7.81724,7.81904,6.41046,105.011,95.0032,105.014,95,
7.81964,7.82189,6.41286,105.014,95.0033,105.018,95,
6.41481,7.82518,7.82293,105.021,94.9967,105.022,95,
7.82473,7.82803,6.41781,105.022,95.0034,105.026,95,
7.83073,6.42006,7.82788,105.026,94.9965,105.03,95,
7.83373,6.4229,7.83088,105.028,94.9939,105.035,95,
7.83792,7.83358,6.42605,105.035,94.9993,105.039,95,
7.84062,6.42815,7.83613,105.039,94.9967,105.043,95,
7.84347,7.83822,6.4307,105.042,94.9996,105.046,95,
6.4325,7.84677,7.84092,105.049,94.9972,105.05,95,
7.84257,7.84947,6.4352,105.051,95.0035,105.054,95,
7.84527,6.43744,7.85306,105.057,95.0037,105.058,95,
6.43999,7.84842,7.85636,105.062,95.0002,105.062,95,
6.44254,7.85891,7.85111,105.064,94.9972,105.066,95,
6.44479,7.85321,7.86236,105.07,95.0015,105.07,95,
6.44719,7.85576,7.86506,105.073,94.9998,105.073,95,
7.85786,7.8676,6.45033,105.073,95.0035,105.077,95,
7.86041,7.87075,6.45288,105.077,95.0041,105.081,95,
7.8739,7.86371,6.45588,105.08,95.0002,105.087,95,
7.8667,7.87825,6.45888,105.087,95.0035,105.091,95,
7.8691,6.46098,7.88154,105.094,95.0044,105.095,95,
7.87135,7.88379,6.46353,105.094,95.0038,105.098,95,
7.87435,7.88739,6.46652,105.099,95.004,105.104,95,
7.89054,6.46892,7.87795,105.103,94.9959,105.107,95,
7.87974,6.47132,7.89414,105.11,95.0036,105.111,95,
7.89653,7.88259,6.47417,105.11,94.9999,105.115,95,
7.89938,6.47612,7.88529,105.115,94.9962,105.119,95,
6.47852,7.88814,7.90403,105.126,94.9998,105.124,95,
7.90703,7.89144,6.48271,105.124,94.9993,105.128,95,
6.48481,7.91092,7.89473,105.132,94.9955,105.134,95,
7.89728,7.91482,6.48886,105.135,95.0039,105.138,95,
7.89998,6.49111,7.91812,105.141,95.0029,105.142,95,
7.90253,6.49365,7.92172,105.147,95.0053,105.147,95,
7.90568,6.4968,7.92516,105.15,95.0043,105.151,95,
7.90793,6.4989,7.92786,105.154,95.004,105.154,95,
7.91017,7.93026,6.5016,105.155,95.0045,105.158,95,
7.93266,7.91317,6.504,105.156,94.9981,105.162,95,
7.91542,6.50625,7.93671,105.165,95.0037,105.166,95,
7.9391,6.50894,7.91857,105.166,94.9971,105.17,95,
6.51134,7.92097,7.943,105.173,95.0014,105.174,95,
6.51374,7.92366,7.9463,105.179,95.0009,105.178,95,
6.51674,7.92651,7.9496,105.182,95.0012,105.182,95,
7.95155,7.92876,6.51944,105.181,94.9999,105.186,95,
6.52154,7.95529,7.93191,105.189,94.9967,105.19,95,
6.52423,7.93446,7.95889,105.195,94.9996,105.194,95,
7.96129,6.52753,7.93775,105.193,94.9937,105.2,95,
7.94015,7.96579,6.53098,105.2,95.0038,105.204,95,
7.96818,6.53293,7.94315,105.203,94.9959,105.208,95,
7.9451,6.53548,7.97208,105.21,95.0043,105.211,95,
7.97448,6.53817,7.9484,105.211,94.9965,105.215,95,
7.95035,7.97808,6.54102,105.216,95.0047,105.219,95,
6.54327,7.95364,7.98197,105.224,95.0013,105.225,95,
7.98482,6.54657,7.95724,105.225,94.9949,105.229,95,
6.54897,7.95934,7.98857,105.232,95.001,105.233,95,
7.99112,7.96204,6.55211,105.232,95,105.237,95,
7.96444,6.55451,7.99502,105.24,95.0044,105.241,95,
7.96713,7.99771,6.55736,105.241,95.003,105.245,95,
6.55916,8.00071,7.97013,105.247,94.997,105.248,95,
6.56156,8.00416,7.97313,105.253,94.9947,105.254,95,
8.00806,6.5659,7.97673,105.254,94.9959,105.259,95,
7.97928,8.01225,6.56935,105.26,95.0037,105.263,95,
7.98167,6.5716,8.01555,105.266,95.0052,105.267,95,
6.5737,8.01825,7.98497,105.27,94.9966,105.271,95,
6.5764,7.98752,8.02185,105.275,94.9995,105.275,95,
7.98932,6.5791,8.02454,105.277,95.0048,105.279,95,
7.99202,6.58179,8.02814,105.283,95.0066,105.284,95,
6.58494,8.03159,7.99621,105.286,94.9973,105.288,95,
7.99846,6.58794,8.03534,105.291,95.0042,105.293,95,
8.03774,8.00161,6.59109,105.291,94.999,105.297,95,
8.04058,8.00386,6.59349,105.294,95.0004,105.3,95,
8.00596,8.04388,6.59573,105.3,95.0043,105.304,95,
6.59738,8.04658,8.00896,105.305,94.9965,105.307,95,
8.01075,8.04958,6.60053,105.307,95.0046,105.311,95,
6.60233,8.0136,8.05303,105.315,95.0016,105.315,95,
8.01585,8.05557,6.60548,105.315,95.0042,105.319,95,
8.0187,8.05872,6.60818,105.319,95.003,105.323,95,
6.60982,8.0214,8.06202,105.327,95.0001,105.326,95,
6.61222,8.06442,8.0241,105.328,94.996,105.33,95,
8.06727,6.61537,8.02679,105.329,94.9963,105.334,95,
8.07086,6.61807,8.02979,105.335,94.9956,105.338,95,
8.03189,8.07461,6.62137,105.339,95.0048,105.344,95,
8.07806,8.03579,6.62466,105.342,94.9984,105.348,95,
6.62676,8.08195,8.03878,105.351,94.997,105.352,95,
8.08465,8.04118,6.63006,105.351,94.9995,105.356,95,
8.08795,8.04388,6.63276,105.355,95.0001,105.36,95,
8.09095,6.63486,8.04688,105.361,94.9951,105.364,95,
8.04883,6.63755,8.09485,105.367,95.0041,105.368,95,
6.63995,8.05198,8.09799,105.372,94.9995,105.372,95,
8.05407,8.10054,6.64325,105.371,95.0038,105.376,95,
8.10324,8.05677,6.6455,105.375,95.0005,105.38,95,
8.05917,6.6482,8.10774,105.384,95.0084,105.385,95,
6.65105,8.06307,8.11133,105.389,95.001,105.389,95,
6.65359,8.11403,8.06607,105.392,94.9962,105.393,95,
6.65599,8.11688,8.06846,105.395,94.9964,105.397,95,
