Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m),Erro,Tempo de Simulacão,
93.9808,108.257,91.6392,107.252,2.54785,1.490761557686,
102.518,95.1919,103.77,95.7175,1.3578,2.957507401734,
96.0432,101.838,98.5614,101.502,2.54053,4.438021084311,
102.573,99.3704,101.357,97.5074,2.22458,5.895536017274,
98.995,94.9082,101.179,97.2579,3.2079,7.367557447708,
97.0498,108.238,96.221,105.115,3.23117,8.884243154057,
97.4634,99.7129,98.8314,101.425,2.19147,10.377640859446,
110.1,91.3477,106.856,92.1778,3.34885,11.871574463959,
94.0531,88.8568,96.31,90.905,3.0478,13.336414769185,
97.1867,103.702,98.7416,101.599,2.61594,14.831631863469,
93.5474,91.018,96.2208,94.781,4.61601,16.304694195581,
107.907,97.6213,104.421,95.5919,4.03387,17.778258784023,
95.2276,98.6957,96.3763,96.0376,2.89569,19.263972227761,
95.7568,107.838,95.3713,106.536,1.35774,20.743456038507,
98.7378,92.0944,100.311,93.4308,2.06401,22.214281285535,
103.891,98.9829,105.69,100.823,2.57357,23.696378229115,
103.052,101.383,104.487,100.322,1.78441,25.164170870355,
110.779,102.67,106.762,100.564,4.53592,26.634851104208,
100.922,89.9361,101.43,93.5539,3.6532,28.128072123784,
101.296,95.1076,97.5927,93.397,4.07927,29.607942540446,
103.318,102.012,103.614,104.016,2.02553,31.083717366437,
96.6342,98.7884,95.3461,100.199,1.91007,32.569476653088,
100.757,101.506,100.807,104.737,3.23101,34.079890411228,
101.114,99.0427,100.379,99.3386,0.791553,35.535588307797,
94.9819,102.256,94.8558,103.074,0.826839,37.024135270771,
96.5625,94.2635,94.6544,97.4824,3.74194,38.488895323058,
101.675,105.546,103.451,106.901,2.23405,39.979966698914,
100.658,109.107,101.96,108.295,1.53438,41.457182765608,
106.53,103.555,102.734,103.438,3.7973,42.971359022586,
103.547,99.4838,102.158,100.935,2.00846,44.431941639089,
103.896,97.2616,100.718,99.4142,3.83887,45.907453358224,
90.6305,91.7986,92.9114,91.7926,2.2809,47.378066254109,
105.087,101.603,106.93,103.283,2.4943,48.832864757658,
99.2869,102.92,97.4919,100.172,3.28222,50.306687725989,
99.3629,90.0655,101.856,91.7007,2.98162,51.77482005652,
100.034,100.933,99.4818,102.562,1.71977,53.267799319549,
93.5475,97.4765,94.8428,97.6929,1.31324,54.73826093223,
