Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m),Erro,Tempo de Simulacão,
101.527,96.8739,101.476,96.8971,0.0564029,1.032095362616,
106.797,97.1232,106.737,97.0832,0.0716397,2.061258600775,
107.394,102.116,107.442,102.039,0.0908672,3.081449968623,
102.148,103.513,102.193,103.568,0.0715998,4.117941011761,
100.333,98.3993,100.308,98.462,0.0674363,5.155068123451,
105.224,96.2098,105.142,96.1666,0.0920801,6.188578756928,
107.962,100.663,107.955,100.597,0.0667785,7.217431329974,
104.335,103.969,104.379,103.982,0.0460327,8.231230055998,
100.045,100.716,100.082,100.805,0.0964397,9.265964517907,
102.577,96.259,102.489,96.2962,0.0951895,10.286598535426,
107.413,97.9531,107.389,97.8753,0.081366,11.311306059755,
106.817,102.839,106.867,102.79,0.0702319,12.326009239694,
101.695,103.246,101.747,103.305,0.0787944,13.352331308283,
100.192,98.7953,100.154,98.9001,0.111271,14.35703722722,
104.949,96.0923,104.843,96.0898,0.106466,15.394120507845,
108,100.396,107.987,100.322,0.0757792,16.423848201014,
104.207,103.979,104.274,103.991,0.0679285,17.450398922379,
100.02,100.152,100.008,100.253,0.101773,18.498993984823,
103.709,96.015,103.632,96.017,0.077456,19.54160049305,
107.863,99.0587,107.865,98.9712,0.0875667,20.566463952265,
105.706,103.622,105.756,103.594,0.0579505,21.587375341446,
100.644,102.199,100.693,102.25,0.0712645,22.617225972036,
101.401,96.9762,101.351,97.0025,0.0562991,23.646847753059,
106.439,96.8005,106.369,96.777,0.0743304,24.665010882501,
107.51,101.931,107.535,101.872,0.0630051,25.692830574422,
101.839,103.391,101.904,103.407,0.0665769,26.748042637768,
100.362,98.3381,100.325,98.4198,0.0894786,27.776260710911,
105.188,96.1971,105.126,96.1618,0.0708373,28.807487104138,
107.969,100.623,107.96,100.562,0.0622104,29.835287236547,
103.153,103.93,103.224,103.924,0.0708285,30.889283248941,
100.005,99.7871,100.003,99.8434,0.0563586,31.916022100224,
104.059,95.9982,104.003,96,0.0556845,32.957737002046,
107.993,99.7172,107.986,99.665,0.0526313,33.994137637935,
104.71,103.929,104.768,103.926,0.0580481,35.026789342691,
100.34,101.537,100.35,101.637,0.101415,36.045035200284,
102.293,96.4052,102.231,96.4125,0.0627314,37.086213884216,
107.409,97.9437,107.39,97.8761,0.0702701,38.119452873151,
106.437,103.169,106.49,103.13,0.0658897,39.151500623063,
101.16,102.816,101.228,102.884,0.0966313,40.181607232682,
101.561,96.8307,101.519,96.8622,0.052668,41.24624265555,
106.833,97.136,106.775,97.1193,0.0606683,42.275269145936,
107.102,102.548,107.148,102.468,0.0921817,43.309437445285,
101.988,103.465,102.034,103.483,0.0491261,44.335964081354,
100.201,98.7808,100.172,98.8386,0.0646338,45.354050056823,
104.4,96.0245,104.352,96.0155,0.0486529,46.373504446191,
108.001,99.5762,107.97,99.5122,0.0709959,47.39320403914,
104.702,103.923,104.757,103.928,0.0554519,48.431151286621,
100.079,100.894,100.114,100.947,0.0627371,49.472162477098,
102.263,96.4064,102.208,96.4238,0.0580423,50.488804569705,
107.498,98.04,107.45,97.9764,0.0797681,51.527471579786,
106.573,103.063,106.634,103.01,0.08094,52.549482807852,
101.64,103.283,101.73,103.293,0.0899818,53.564304941192,
100.505,98.0635,100.471,98.1161,0.0622187,54.597143553634,
105.508,96.2759,105.439,96.2678,0.069991,55.626470422468,
107.918,100.735,107.95,100.629,0.110177,56.646881469798,
103.899,103.974,103.973,104,0.077738,57.672648354149,
100.088,100.78,100.094,100.863,0.0824543,58.690379055055,
102.666,96.2367,102.615,96.2474,0.052348,59.718721339111,
Média,,,,0.0730399
101.555,96.8235,101.507,96.8716,0.0677611,1.017718057105,
106.9,97.1833,106.818,97.1611,0.085257,2.049521687235,
107.058,102.559,107.124,102.498,0.090333,3.083329326137,
101.997,103.465,102.059,103.498,0.0696821,4.10654383688,
100.315,98.4785,100.274,98.5438,0.0766657,5.137766426602,
105.152,96.1541,105.08,96.1486,0.0719248,6.170485601058,
107.934,100.61,107.966,100.519,0.0962469,7.200261799512,
103.563,103.969,103.664,103.986,0.102278,8.240624860611,
100.004,99.9385,100,100.016,0.0776808,9.274663260617,
103.819,95.9991,103.768,96.0068,0.0518476,10.314646656323,
107.899,99.0498,107.875,99.008,0.0480028,11.336101017335,
105.598,103.675,105.689,103.626,0.103276,12.358924659368,
100.571,102.051,100.604,102.113,0.0698606,13.389971241438,
101.473,96.8835,101.425,96.9393,0.0739339,14.417861042805,
106.642,96.9957,106.58,96.943,0.0813746,15.442660533029,
107.219,102.372,107.258,102.321,0.0640628,16.479105064562,
102.55,103.689,102.589,103.743,0.0668298,17.492287668999,
100.082,99.2254,100.059,99.3157,0.0931655,18.515454263477,
104.184,95.9937,104.09,96.001,0.0951117,19.541244554074,
107.97,99.6487,107.976,99.5649,0.0840367,20.570619918523,
104.594,103.965,104.64,103.948,0.0493604,21.610471789394,
100.249,101.352,100.263,101.426,0.0759222,22.630750166235,
102.2,96.4309,102.118,96.4703,0.090979,23.661160582093,
107.197,97.6084,107.152,97.5378,0.0834866,24.6852127702,
106.989,102.652,107.029,102.613,0.0552155,25.706460525174,
101.926,103.386,101.984,103.455,0.0901614,26.729751430914,
100.185,98.8429,100.152,98.9072,0.0723876,27.743193370157,
104.234,95.9997,104.177,96.0039,0.0571155,28.758943968765,
108.001,99.9161,107.997,99.842,0.0741808,29.795224285684,
104.453,103.971,104.517,103.966,0.0647137,30.83146025532,
100.122,101.024,100.15,101.085,0.0665985,31.858246523843,
102.396,96.3388,102.349,96.3566,0.0500214,32.885337222381,
107.55,98.1047,107.501,98.0653,0.0628037,33.921808720848,
106.349,103.231,106.422,103.183,0.0876434,34.94946812089,
101.175,102.791,101.2,102.856,0.0697276,35.979199126568,
101.484,96.909,101.383,96.9747,0.120477,37.037466115686,
106.434,96.7622,106.339,96.7549,0.0958658,38.052909449717,
107.364,102.189,107.383,102.134,0.0577528,39.091145011512,
102.019,103.446,102.044,103.489,0.0498655,40.130904332983,
100.563,97.9321,100.536,97.9995,0.0726736,41.18025943912,
105.237,96.2033,105.163,96.1729,0.0795755,42.197013844004,
107.995,100.158,107.999,100.098,0.0602204,43.207713045818,
104.608,103.934,104.672,103.943,0.0649438,44.228888079309,
100.176,101.173,100.201,101.251,0.0817725,45.256382617236,
102.112,96.4719,102.053,96.5056,0.068064,46.278725040102,
107.249,97.616,107.182,97.5765,0.0773902,47.308024395975,
106.801,102.844,106.834,102.823,0.0390415,48.33535588946,
101.785,103.31,101.843,103.368,0.0822012,49.354022344745,
100.323,98.4616,100.283,98.5219,0.0722815,50.377404300886,
104.662,96.0436,104.605,96.046,0.057338,51.392899110602,
107.969,100.113,108,100.029,0.0894539,52.421026543768,
104.134,104.005,104.201,103.995,0.0682462,53.460550641413,
100.08,100.741,100.086,100.827,0.0864715,54.486605163736,
102.548,96.2833,102.469,96.3047,0.0825279,55.510047132466,
107.609,98.2518,107.574,98.2035,0.0594419,56.547223088211,
106.123,103.376,106.212,103.333,0.0988131,57.578654286953,
101.148,102.819,101.216,102.872,0.0860491,58.596393203035,
100.763,97.6752,100.702,97.7365,0.0862944,59.622075508782,
Média,,,,0.0751105
104.859,96.1226,104.8,96.0808,0.0718606,1.03769146446,
108.007,100.348,107.99,100.284,0.0664167,2.067939334458,
104.517,103.974,104.63,103.95,0.115154,3.085638503315,
100.228,101.396,100.263,101.428,0.0474769,4.103752102234,
102.386,96.3536,102.313,96.373,0.0748907,5.142810930994,
107.217,97.5894,107.157,97.5437,0.0752795,6.158645877033,
107.002,102.66,107.022,102.62,0.0445134,7.180821128835,
101.989,103.461,102.05,103.493,0.0694124,8.199943806959,
100.341,98.3673,100.312,98.4503,0.0876664,9.232346054901,
104.923,96.1048,104.872,96.0961,0.0521612,10.25578803889,
107.918,100.743,107.946,100.654,0.0929184,11.295583737617,
103.267,103.948,103.32,103.942,0.0532985,12.343546839666,
99.9868,99.9895,100.001,100.069,0.0809043,13.367020615634,
103.323,96.0613,103.248,96.0714,0.0763689,14.390894552594,
107.739,98.5368,107.699,98.4776,0.0711555,15.412065794463,
106.002,103.487,106.054,103.433,0.0748742,16.437656733004,
100.974,102.657,101.06,102.713,0.10266,17.458047845235,
100.961,97.4048,100.905,97.4657,0.0828246,18.486350260557,
106.247,96.7124,106.196,96.6566,0.0757725,19.519421338726,
107.799,101.241,107.825,101.17,0.0760223,20.528752867571,
102.849,103.813,102.922,103.852,0.0823281,21.5746203183,
100.22,98.7262,100.181,98.8104,0.0928045,22.623735011319,
104.82,96.1151,104.76,96.0729,0.0730659,23.657161995692,
107.978,100.197,107.998,100.118,0.0816784,24.681485180887,
104.487,103.952,104.536,103.964,0.0497595,25.707252297111,
100.119,101.007,100.151,101.09,0.0890331,26.737914816287,
102.587,96.2409,102.516,96.2855,0.0836445,27.768781967568,
107.556,98.2209,107.539,98.1354,0.0872304,28.802097816232,
106.127,103.372,106.214,103.331,0.0957727,29.835765716444,
100.622,102.191,100.674,102.222,0.0601928,30.883788886471,
101.271,97.0961,101.184,97.1594,0.108199,31.906038987417,
106.516,96.8545,106.451,96.8385,0.0670032,32.933886202997,
107.556,101.84,107.596,101.752,0.0958234,33.954805694404,
103.413,103.926,103.475,103.965,0.073487,34.957868051746,
100.008,100.04,100.002,100.125,0.0851749,35.983222443456,
103.736,96.0001,103.679,96.0129,0.0588953,37.024049252639,
107.971,99.3955,107.947,99.3486,0.0526782,38.060916860977,
104.898,103.912,104.966,103.882,0.0744293,39.096436475114,
100.262,101.493,100.3,101.521,0.0477359,40.123959583396,
101.779,96.6761,101.721,96.7124,0.068147,41.142937541683,
107.25,97.7071,107.223,97.6307,0.0810351,42.186241158413,
106.748,102.922,106.813,102.844,0.101729,43.214884463774,
101.613,103.195,101.686,103.263,0.100425,44.240203793629,
100.614,97.8993,100.554,97.969,0.0920034,45.274802498201,
105.602,96.3204,105.547,96.3114,0.0550932,46.302673560099,
107.831,101.108,107.86,101.051,0.0635708,47.334089457343,
103.385,103.951,103.427,103.959,0.042221,48.36324882979,
