Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m),Erro,Tempo de Simulacão,
99.6005,100.04,100.04,100.565,0.684479,1.527266137359,
100.075,99.8018,100.109,99.0731,0.729536,3.031270213904,
100.044,99.2996,100.723,97.7061,1.73226,4.537379449599,
101.647,96.6191,101.795,96.6627,0.154578,6.042921767773,
103.703,100.881,103.185,96.0838,4.82513,7.558349735244,
103.538,97.0501,104.672,96.0569,1.50765,9.060300422546,
102.419,95.808,106.046,96.563,3.70546,10.526954896916,
106.194,95.1888,107.15,97.5346,2.53305,12.004767766632,
108.626,100.448,107.824,98.8268,1.80858,13.469965749084,
110.913,101.972,107.99,100.286,3.37421,14.948344841711,
105.417,103.392,107.621,101.699,2.77871,16.415730907424,
107.504,101.137,106.764,102.891,1.90425,17.894137752513,
105.541,102.492,105.537,103.693,1.20132,19.366498242296,
104.992,103.289,104.107,103.999,1.13361,20.837872754329,
101.261,102.571,102.653,103.766,1.83498,22.320067474454,
102.074,101.19,101.365,103.009,1.95229,23.821004699968,
98.7146,105.263,100.452,101.847,3.83261,25.310318718475,
99.9454,100.462,100.02,100.4,0.0968464,26.827427655833,
100.994,97.7019,100.164,98.8653,1.42884,28.377657959935,
98.542,96.0153,100.861,97.5212,2.76472,29.900620182706,
103.282,99.7826,102.011,96.5295,3.4927,31.429986716742,
101.307,96.6797,103.399,96.0455,2.18562,32.907770088444,
106.4,98.0356,104.868,96.0954,2.47201,34.386065616751,
106.042,97.6092,106.222,96.6739,0.95247,35.867764045294,
106.966,98.3376,107.269,97.6955,0.710109,37.339623986634,
108.412,97.7421,107.877,99.0155,1.38108,38.798714588753,
109.818,102.319,107.971,100.479,2.60687,40.273565895185,
103.758,103.998,107.53,101.882,4.32465,41.75417020228,
104.189,102.169,106.613,103.028,2.57226,43.228588551831,
105.184,101.048,105.348,103.766,2.72321,44.702884414413,
102.555,104.669,103.905,103.999,1.50639,46.176405426997,
101.799,102.464,102.468,103.695,1.40079,47.64897556319,
102.271,101.974,101.232,102.888,1.3839,49.135943593494,
100.617,101.834,100.372,101.684,0.287495,50.62293720363,
100.975,98.5251,100.006,100.217,1.94976,52.144310502789,
102.127,97.2765,100.215,98.7062,2.38769,53.677183374428,
101.647,98.0536,100.98,97.3768,0.94971,55.222081130977,
