Distance host 0(m),Distance host 1(m),Distance host 2(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
13.8579,6.77861,15.6785,109.993,95.3842,110,95.4963,
6.7122,15.6493,13.7578,109.992,95.5701,110,95.6088,
15.6198,13.6849,6.61252,110.013,95.6574,110,95.7314,
15.5888,13.6086,6.54087,110.011,95.7701,110,95.8361,
15.5592,13.5334,6.46817,110.013,95.8811,110,95.9557,
6.40986,13.4514,15.5195,109.988,96.0031,110,96.073,
13.3842,15.4937,6.31873,110.006,96.0853,110,96.195,
13.3045,6.25442,15.4604,109.995,96.2062,110,96.3134,
13.2316,6.19101,15.4342,109.994,96.3196,110,96.4223,
15.4161,6.12806,13.1423,110.005,96.4884,110,96.5275,
15.388,13.0726,6.04996,110.009,96.5804,110,96.6496,
15.3644,5.9972,12.9924,110.005,96.7212,110,96.7644,
15.3404,12.9323,5.92765,110.01,96.7988,110,96.8745,
12.8687,15.3135,5.86709,110.004,96.8859,110,96.9881,
15.292,5.80968,12.7706,110.005,97.0711,110,97.1156,
5.75856,12.7093,15.2647,109.992,97.1561,110,97.222,
5.70955,15.2486,12.6381,109.996,97.284,110,97.3261,
5.65828,15.2287,12.5698,109.995,97.3964,110,97.4433,
15.2116,12.5081,5.58933,110.008,97.4865,110,97.56,
12.4534,15.192,5.54241,110.004,97.5671,110,97.6652,
15.1759,5.49774,12.3652,110.004,97.7368,110,97.7849,
5.45802,15.1566,12.2991,109.997,97.8488,110,97.8985,
5.4129,15.1406,12.2321,109.997,97.9643,110,98.0116,
5.36673,15.1239,12.1609,109.997,98.0879,110,98.1384,
5.32536,12.101,15.1068,109.993,98.1855,110,98.2748,
15.0951,5.275,12.0152,110.002,98.3479,110,98.3975,
15.0826,5.23782,11.9517,110.002,98.4617,110,98.5123,
15.07,5.20275,11.8863,110.002,98.5802,110,98.6278,
11.8451,15.059,5.17127,110.002,98.6452,110,98.7378,
11.7794,15.0487,5.14159,110.001,98.7694,110,98.8593,
15.0407,11.7112,5.11551,110.003,98.9043,110,98.9741,
11.6577,5.09467,15.0308,109.999,99.0038,110,99.0938,
5.07639,15.0245,11.5841,109.998,99.1561,110,99.2098,
11.5408,5.05555,15.0177,109.999,99.2354,110,99.3283,
5.04086,15.0129,11.46,109.999,99.4066,110,99.4832,
5.02287,11.3972,15.0069,109.999,99.5321,110,99.6016,
5.01313,11.3401,15.0036,109.999,99.6521,110,99.7285,
5.00533,11.2809,15.0012,109.999,99.7786,110,99.8559,
5.00129,11.2278,15.0003,110,99.8946,110,99.9678,
15,11.1739,5.00009,110,100.014,110,100.084,
15.0003,11.1277,5.00189,109.999,100.119,110,100.197,
15.0016,5.00548,11.0706,110,100.249,110,100.306,
5.01163,15.0042,11.0193,110,100.37,110,100.429,
10.9859,5.02197,15.0076,110,100.453,110,100.54,
5.03262,10.9298,15.0121,110.002,100.588,110,100.668,
10.8886,5.0497,15.0174,110.001,100.695,110,100.782,
10.8421,15.0225,5.07009,109.998,100.814,110,100.9,
5.08373,15.0292,10.7835,110.002,100.958,110,101.035,
15.0374,10.7422,5.11851,109.996,101.077,110,101.154,
15.047,10.6957,5.14639,109.996,101.205,110,101.274,
15.0568,10.6542,5.17622,109.996,101.324,110,101.395,
15.0685,5.20635,10.6065,109.998,101.458,110,101.523,
10.575,5.24277,15.0841,110.002,101.568,110,101.649,
10.5347,5.28204,15.0978,110.002,101.694,110,101.774,
5.31787,10.492,15.1121,110.005,101.825,110,101.893,
5.35909,15.1254,10.4518,110.003,101.951,110,102.018,
5.40271,10.4223,15.1436,110.007,102.063,110,102.14,
5.44978,15.1586,10.3839,110.004,102.192,110,102.261,
10.3586,15.1773,5.51588,109.996,102.309,110,102.388,
15.1938,5.5607,10.3202,109.996,102.438,110,102.505,
10.2967,15.2166,5.62351,109.996,102.556,110,102.632,
10.268,5.67552,15.2407,110.003,102.681,110,102.754,
10.2406,5.73308,15.2626,110.004,102.804,110,102.875,
5.7818,10.2142,15.2842,110.009,102.919,110,102.993,
10.1922,15.3058,5.86199,109.995,103.043,110,103.119,
15.3263,5.91431,10.1657,109.996,103.16,110,103.23,
5.96362,15.3515,10.1462,110.005,103.267,110,103.342,
10.1327,15.3758,6.04202,109.995,103.379,110,103.449,
15.3969,10.1135,6.10512,109.99,103.489,110,103.56,
6.15264,10.0975,15.4287,110.009,103.599,110,103.667,
10.0841,6.22774,15.4562,110.006,103.715,110,103.783,
10.07,15.481,6.30613,109.995,103.831,110,103.9,
10.058,15.5068,6.37314,109.992,103.937,110,104.01,
15.5349,6.44089,10.0427,109.992,104.055,110,104.129,
10.0351,6.51239,15.5739,110.007,104.178,110,104.244,
6.5764,15.6087,10.0225,110.019,104.299,110,104.414,
10.0159,6.69347,15.6507,110.007,104.455,110,104.524,
15.6734,6.76662,10.0089,109.993,104.554,110,104.633,
6.83152,10.0053,15.7132,110.012,104.668,110,104.732,
6.90662,15.7427,10.0021,110.007,104.772,110,104.848,
6.98921,15.7805,10.0003,110.009,104.893,110,104.971,
7.07615,15.8182,9.99988,110.007,105.015,110,105.097,
7.16729,10.0009,15.8671,110.02,105.155,110,105.253,
10.0039,15.9091,7.29755,109.992,105.31,110,105.374,
15.9416,7.36875,10.009,109.992,105.404,110,105.485,
7.44385,15.9863,10.0149,110.008,105.519,110,105.605,
16.0196,10.0204,7.55027,109.981,105.641,110,105.717,
10.0267,16.063,7.62882,109.991,105.758,110,105.815,
7.68308,16.0992,10.0369,110.008,105.837,110,105.916,
10.0444,7.77916,16.1456,110.008,105.971,110,106.032,
7.85022,16.1807,10.0582,110.009,106.055,110,106.139,
10.0684,7.95604,16.2329,110.01,106.203,110,106.265,
10.084,16.2769,8.06921,109.991,106.334,110,106.392,
8.14176,16.3235,10.1053,110.008,106.426,110,106.51,
8.2341,16.3697,10.1223,110.008,106.542,110,106.622,
8.31444,10.1369,16.4189,110.022,106.66,110,106.736,
16.4571,8.42896,10.1613,109.989,106.769,110,106.863,
10.1769,16.5133,8.53959,109.988,106.924,110,106.982,
8.61049,16.5647,10.2064,110.012,107.009,110,107.101,
8.71152,16.6182,10.2321,110.014,107.133,110,107.226,
10.2517,16.6695,8.83728,109.989,107.289,110,107.345,
10.2785,8.92587,16.7353,110.02,107.422,110,107.494,
10.3141,16.7885,9.06078,109.988,107.56,110,107.613,
10.3416,9.13947,16.8441,110.01,107.668,110,107.721,
10.3715,9.23975,16.8989,110.01,107.79,110,107.84,
16.9347,10.4049,9.33928,109.978,107.874,110,107.941,
10.4304,16.9897,9.42622,109.99,107.996,110,108.043,
10.4622,9.50942,17.0508,110.015,108.112,110,108.167,
10.4977,9.6103,17.105,110.011,108.227,110,108.279,
17.1421,9.70098,10.5394,109.987,108.29,110,108.385,
9.79332,17.2096,10.5794,110.013,108.412,110,108.512,
17.2653,9.91624,10.6204,109.988,108.542,110,108.635,
10.0054,17.3306,10.6608,110.012,108.658,110,108.75,
10.6891,17.386,10.1286,109.984,108.817,110,108.867,
10.1979,17.4421,10.7399,110.011,108.877,110,108.972,
17.4894,10.7727,10.3162,109.973,109.01,110,109.083,
10.8149,17.5617,10.4254,109.986,109.159,110,109.205,
17.6175,10.5179,10.8723,109.987,109.229,110,109.325,
10.9085,17.6879,10.6399,109.983,109.404,110,109.451,
17.7395,10.9594,10.7377,109.97,109.489,110,109.56,
10.8116,11.0081,17.8198,110.033,109.604,110,109.683,
11.052,17.875,10.9463,109.985,109.752,110,109.796,
11.1007,17.9357,11.0429,109.987,109.859,110,109.904,
17.9955,11.1398,11.1596,109.987,109.943,109.974,110,
11.1595,17.9774,11.1108,109.933,110.041,109.863,110,
11.0417,17.8873,11.0979,109.84,109.964,109.755,110,
17.8011,10.925,11.0498,109.739,110.013,109.645,110,
10.8329,17.6926,10.9994,109.602,109.966,109.523,110,
17.6166,10.9609,10.7095,109.51,110.055,109.411,110,
10.9225,10.6299,17.4989,109.346,109.976,109.301,110,
10.8754,10.5257,17.4015,109.227,109.975,109.182,110,
10.4322,10.8242,17.3025,109.111,109.944,109.054,110,
10.7817,10.3108,17.1962,108.973,109.967,108.923,110,
17.1075,10.7212,10.1616,108.886,110.055,108.773,110,
16.993,10.6716,10.0453,108.744,110.041,108.657,110,
9.97664,10.6344,16.8812,108.594,109.95,108.541,110,
10.5962,16.792,9.84099,108.485,110.028,108.417,110,
9.76004,10.5506,16.6784,108.343,109.948,108.289,110,
16.6066,10.5131,9.63008,108.263,110.041,108.176,110,
9.55139,16.4995,10.4726,108.128,109.973,108.053,110,
9.44796,16.4033,10.4367,108.007,109.973,107.93,110,
16.3238,10.4089,9.32804,107.906,110.039,107.82,110,
9.25609,10.3782,16.215,107.761,109.964,107.707,110,
9.16166,16.1354,10.3449,107.667,109.975,107.595,110,
16.0564,9.05298,10.316,107.569,110.016,107.478,110,
15.9675,8.9596,10.2887,107.455,110.014,107.364,110,
10.2674,8.85707,15.8505,107.291,109.988,107.241,110,
15.7797,8.75934,10.2339,107.213,110.014,107.117,110,
8.67929,15.6833,10.2106,107.086,109.978,107.007,110,
15.6103,8.58126,10.1899,106.992,110.012,106.903,110,
8.49492,15.5089,10.1675,106.857,109.979,106.779,110,
10.1526,8.39299,15.409,106.718,109.981,106.666,110,
15.342,10.1304,8.28641,106.638,110.034,106.555,110,
15.2671,8.21716,10.1124,106.541,110.015,106.446,110,
15.1729,8.12033,10.0948,106.416,110.012,106.322,110,
15.0877,8.03099,10.0798,106.302,110.012,106.21,110,
14.9934,10.0666,7.92097,106.173,110.033,106.085,110,
7.85861,10.0549,14.8926,106.034,109.969,105.982,110,
7.77752,10.0442,14.8136,105.928,109.968,105.871,110,
14.7462,7.67544,10.0327,105.84,110.014,105.757,110,
7.60304,14.6564,10.0245,105.716,109.984,105.646,110,
10.0192,7.51355,14.5672,105.591,109.984,105.535,110,
7.43905,14.496,10.0113,105.495,109.984,105.422,110,
14.4176,10.0068,7.32738,105.387,110.031,105.298,110,
14.3376,7.25813,10.003,105.275,110.013,105.194,110,
14.2521,7.16084,10.0006,105.156,110.029,105.037,110,
9.99973,14.1366,7.05217,104.992,110.019,104.915,110,
14.0592,10.0008,6.96598,104.882,110.031,104.792,110,
13.9817,10.0027,6.89088,104.772,110.029,104.685,110,
13.8955,10.0066,6.80544,104.648,110.03,104.557,110,
13.8188,10.0111,6.73244,104.537,110.026,104.453,110,
6.67428,13.7172,10.0197,104.388,109.973,104.297,110,
10.026,6.56965,13.6212,104.251,109.987,104.193,110,
6.5019,13.5491,10.0378,104.141,109.989,104.07,110,
13.4751,6.41361,10.0495,104.029,110.015,103.949,110,
10.0588,13.3835,6.32847,103.897,110.01,103.821,110,
10.0742,6.25937,13.2888,103.755,109.986,103.692,110,
6.19566,10.0912,13.2075,103.63,109.975,103.569,110,
10.1053,6.12131,13.1323,103.517,109.982,103.453,110,
10.1235,13.066,6.04457,103.412,110.007,103.343,110,
13.0098,5.99435,10.145,103.317,110.016,103.23,110,
12.9303,5.9257,10.1666,103.192,110.016,103.109,110,
10.1835,5.86184,12.8353,103.052,109.986,102.99,110,
12.7766,5.79978,10.2129,102.947,110.013,102.869,110,
12.7058,5.74222,10.2366,102.833,110.014,102.758,110,
12.6395,5.69066,10.2605,102.724,110.013,102.644,110,
12.5734,5.63985,10.2857,102.615,110.014,102.533,110,
10.3048,5.58963,12.49,102.491,109.985,102.427,110,
12.4394,5.53912,10.3412,102.39,110.016,102.306,110,
5.49355,12.3588,10.3718,102.258,109.998,102.191,110,
12.2993,10.3992,5.43524,102.156,110.017,102.076,110,
10.428,12.2234,5.39132,102.033,110.001,101.964,110,
12.1663,10.4667,5.3477,101.923,110.019,101.838,110,
5.32027,10.4992,12.0857,101.792,109.984,101.729,110,
12.0335,5.2744,10.5425,101.683,110.016,101.603,110,
11.9724,5.24052,10.5782,101.572,110.015,101.492,110,
5.21099,10.6103,11.8916,101.442,109.984,101.376,110,
10.6447,5.17577,11.8318,101.334,109.986,101.265,110,
11.7794,5.14474,10.6979,101.215,110.013,101.141,110,
11.7205,5.11926,10.7407,101.1,110.016,101.021,110,
10.7739,11.6483,5.09123,100.98,109.996,100.902,110,
5.07564,11.591,10.8278,100.856,110.003,100.795,110,
11.5471,5.0566,10.869,100.76,110.017,100.682,110,
11.4897,5.04116,10.9142,100.645,110.015,100.568,110,
11.4266,10.9597,5.02497,100.523,110.009,100.442,110,
11.3714,5.01553,11.0144,100.4,110.016,100.326,110,
11.3136,11.0598,5.00668,100.284,110.009,100.2,110,
11.1021,11.2544,5.00219,100.17,109.994,100.092,110,
11.1539,11.2007,4.99289,100.052,110,100,109.969,
4.94133,11.1142,11.103,99.9875,109.898,100,109.855,
11.0273,11.0151,4.80088,100.013,109.842,100,109.743,
10.9243,4.6955,10.8955,99.9686,109.698,100,109.621,
4.58937,10.799,10.787,99.9871,109.543,100,109.501,
10.7096,10.6979,4.44292,100.013,109.483,100,109.387,
10.6098,10.5944,4.32526,100.016,109.37,100,109.268,
10.5097,10.4962,4.21463,100.014,109.255,100,109.159,
10.4022,4.10851,10.3779,99.9748,109.107,100,109.035,
10.2931,3.98079,10.2674,99.9736,108.984,100,108.91,
10.1832,3.85488,10.1571,99.9735,108.857,100,108.782,
3.75595,10.0447,10.0314,99.9866,108.665,100,108.609,
9.93137,9.91758,3.55209,100.014,108.588,100,108.494,
3.47444,9.82705,9.81161,100.015,108.435,100,108.383,
3.34823,9.72002,9.70608,99.9865,108.313,100,108.264,
9.63473,3.22202,9.6046,100.029,108.216,100,108.137,
9.52471,3.08846,9.49653,100.027,108.091,100,108.015,
9.42847,9.41348,2.96255,99.9859,107.998,100,107.906,
9.33464,2.86826,9.30736,100.025,107.865,100,107.792,
9.23286,9.22087,2.73276,99.9889,107.767,100,107.678,
9.14397,2.64162,9.11879,100.023,107.64,100,107.57,
2.53385,9.0308,9.01506,100.014,107.499,100,107.443,
2.40628,8.92332,8.91118,100.011,107.373,100,107.318,
8.83503,2.27078,8.8124,99.98,107.27,100,107.203,
8.746,2.16315,8.72321,100.02,107.161,100,107.091,
8.64946,2.03934,8.62398,100.022,107.043,100,106.97,
8.55443,1.92272,8.52805,100.023,106.926,100,106.85,
1.82169,8.44515,8.43316,99.9899,106.79,100,106.732,
1.70297,8.34697,8.33423,99.9894,106.667,100,106.606,
1.57811,8.25254,8.24249,100.008,106.553,100,106.496,
1.46988,8.16605,8.15181,100.012,106.441,100,106.379,
8.08615,1.33812,8.06187,99.9804,106.34,100,106.265,
1.23904,7.97988,7.96953,100.008,106.206,100,106.147,
7.89863,7.88769,1.0863,100.009,106.112,100,106.032,
0.997859,7.77797,7.76507,99.99,105.94,100,105.851,
0.821431,7.6621,7.6522,99.9924,105.796,100,105.738,
0.715305,7.58145,7.57126,100.008,105.689,100,105.63,
7.5065,7.49526,0.570655,99.9916,105.594,100,105.513,
7.41537,7.40547,0.449389,99.9927,105.471,100,105.393,
0.365297,7.32363,7.31344,99.9925,105.343,100,105.283,
7.25798,7.24628,0.23084,99.9915,105.254,100,105.172,
0.153344,7.16954,7.16024,100.007,105.131,100,105.072,
7.09684,0.0268314,7.07705,100.014,105.022,100,104.952,
7.01829,0.0873895,6.99895,99.9864,104.911,100,104.841,
6.93465,6.92221,0.226643,99.9914,104.795,100,104.714,
0.320928,6.83812,6.82627,100.008,104.658,100,104.588,
0.440095,6.75747,6.74488,99.9915,104.538,100,104.469,
6.68432,6.67608,0.589542,99.9945,104.428,100,104.356,
6.61252,0.688174,6.59229,99.9866,104.312,100,104.239,
0.785606,6.52828,6.51929,99.9941,104.194,100,104.126,
0.908221,6.45078,6.44269,99.9948,104.074,100,104.005,
1.02214,6.37913,6.36969,99.994,103.959,100,103.889,
1.14985,6.30104,6.29264,99.9947,103.833,100,103.764,
6.23643,6.22804,1.2996,100.005,103.715,100,103.643,
6.16553,6.15789,1.41862,100.005,103.595,100,103.523,
6.10392,6.09568,1.52804,100.005,103.487,100,103.415,
1.61318,6.02958,6.02238,100.004,103.371,100,103.299,
5.97501,5.96632,1.75963,99.9948,103.255,100,103.183,
1.85092,5.90186,5.89437,99.9956,103.136,100,103.064,
1.97173,5.83501,5.82782,100.004,103.012,100,102.922,
5.7716,5.76531,2.14337,99.9964,102.868,100,102.799,
5.71899,2.2441,5.7031,99.9909,102.758,100,102.684,
2.35367,5.65079,5.64389,99.9961,102.635,100,102.561,
5.60822,2.47823,5.59368,100.008,102.523,100,102.449,
2.58346,5.54721,5.54106,99.9966,102.406,100,102.332,
5.50344,5.4961,2.73111,99.996,102.279,100,102.212,
2.817,5.45023,5.44453,100.003,102.174,100,102.097,
2.92822,5.40526,5.39971,99.997,102.061,100,101.98,
5.37003,5.36359,3.07107,99.9965,101.937,100,101.873,
5.32746,5.32177,3.19429,99.997,101.815,100,101.747,
5.28654,3.29847,5.2771,100.005,101.702,100,101.633,
5.25027,3.41254,5.24187,100.004,101.588,100,101.515,
3.51192,5.21294,5.20874,100.002,101.482,100,101.403,
5.18761,5.18371,3.64922,99.998,101.357,100,101.293,
5.15823,5.15448,3.76015,99.9981,101.245,100,101.182,
5.1314,3.85968,5.1254,99.9969,101.14,100,101.069,
5.10607,5.10352,3.99159,99.9987,101.013,100,100.95,
5.08388,5.08058,4.1109,99.9983,100.893,100,100.83,
5.06544,4.20624,5.0605,99.9975,100.794,100,100.723,
5.0488,5.04671,4.3266,100.001,100.676,100,100.618,
5.03441,5.03292,4.44143,100.001,100.561,100,100.502,
4.52672,5.02092,5.01943,100.001,100.471,100,100.381,
5.01283,4.65383,5.01103,100.001,100.346,100,100.278,
5.00653,4.75456,5.00504,100.001,100.245,100,100.167,
4.86878,5.00129,5.00114,99.9999,100.131,100,100.051,
4.99994,4.99994,5.00414,100,99.9958,100,99.9366,
5.00084,5.00129,5.12975,99.9998,99.8696,100,99.8128,
5.00459,5.23333,5.00623,100.001,99.7666,100,99.6913,
5.3447,5.01268,5.01418,100.001,99.6569,100,99.5651,
5.02107,5.02227,5.48665,99.9994,99.5114,100,99.4574,
5.56235,5.03337,5.03501,99.9992,99.4403,100,99.3522,
5.04611,5.04836,5.71449,100.001,99.2819,100,99.2266,
5.06439,5.06694,5.83546,100.001,99.1608,100,99.1057,
5.08478,5.94713,5.09123,100.003,99.0519,100,98.9807,
6.04007,5.10966,5.11281,100.002,98.9642,100,98.876,
5.1311,5.1344,6.18022,99.9983,98.815,100,98.7624,
6.26191,5.16033,5.16378,99.9982,98.7435,100,98.6565,
6.36804,5.18776,5.19121,100.002,98.6379,100,98.5465,
5.21624,5.22179,6.51959,100.003,98.4733,100,98.4209,
5.25116,5.25521,6.63381,100.002,98.3589,100,98.3072,
5.28819,6.73529,5.29703,100.005,98.2648,100,98.1954,
5.32356,5.33016,6.8606,100.004,98.1308,100,98.0805,
5.36239,5.36913,6.96943,99.9964,98.0219,100,97.9735,
7.06101,5.4135,5.4192,99.9969,97.9479,100,97.8556,
5.45083,7.18318,5.46162,99.9941,97.8172,100,97.7432,
5.49879,5.50449,7.31554,99.9969,97.6751,100,97.626,
5.54346,5.55096,7.42556,100.004,97.5633,100,97.5165,
7.50785,5.62471,5.6334,99.9951,97.5318,100,97.2921,
5.70265,5.7091,7.77287,100.004,97.214,100,97.1683,
7.86056,5.76771,5.77445,99.9961,97.1517,100,97.057,
5.82152,5.83711,8.02469,100.009,96.9585,100,96.9027,
5.89317,5.90201,8.15031,100.005,96.8354,100,96.7908,
5.95867,5.96677,8.27232,99.9952,96.7123,100,96.6688,
6.02193,8.37095,6.03752,100.009,96.6285,100,96.5588,
6.08084,6.08863,8.48907,100.005,96.496,100,96.4571,
6.14634,8.5892,6.16238,100.01,96.4102,100,96.3423,
6.20735,6.215,8.70582,100.005,96.2787,100,96.2394,
8.77927,6.27541,6.28545,99.9937,96.2368,100,96.136,
8.8908,6.34556,6.3559,100.007,96.1286,100,96.0169,
9.01701,6.42275,6.4313,100.005,96,100,95.8961,
6.48661,9.14682,6.50445,99.9884,95.8528,100,95.7812,
6.56066,9.26074,6.57969,100.013,95.7406,100,95.667,
9.36297,6.6446,6.65389,99.9938,95.6547,100,95.5528,
6.70396,9.47914,6.72554,100.014,95.5234,100,95.4427,
6.78116,9.59696,6.80319,100.015,95.4032,100,95.3273,
6.86795,6.88039,9.74131,100.009,95.2361,100,95.2004,
9.8239,6.95953,6.96838,100.006,95.1988,100,95.0892,
9.93272,7.03403,7.04407,100.007,95.0889,100.021,95,
7.03298,10.0002,7.12921,100.068,95.0141,100.141,95,
10.0011,6.94949,7.20626,100.182,95.0091,100.246,95,
6.88578,7.27192,10.0042,100.273,95.0063,100.349,95,
7.34492,10.0077,6.7864,100.395,94.9848,100.468,95,
7.43186,6.71895,10.0138,100.504,94.9912,100.583,95,
6.65644,10.0192,7.53438,100.623,95.0153,100.694,95,
10.0257,6.57325,7.61818,100.741,95.0108,100.803,95,
10.0338,6.50385,7.70047,100.85,95.0122,100.915,95,
7.76088,6.4337,10.0463,100.942,94.9883,101.024,95,
7.85336,6.36025,10.0591,101.061,94.9879,101.147,95,
7.95125,6.2814,10.0732,101.188,94.987,101.272,95,
6.2156,10.0868,8.07071,101.325,95.0141,101.395,95,
8.13996,10.1029,6.13121,101.433,94.9858,101.511,95,
6.07589,10.121,8.26078,101.566,95.0144,101.635,95,
10.1376,8.34307,5.99435,101.684,94.9998,101.753,95,
8.42687,5.93784,10.1631,101.788,94.9846,101.871,95,
10.1789,5.87518,8.54513,101.925,95.0159,101.986,95,
10.2013,8.63147,5.80563,102.04,95.0037,102.108,95,
5.75871,10.2304,8.74375,102.165,95.0146,102.229,95,
10.2514,5.69636,8.83473,102.28,95.0159,102.342,95,
5.64704,10.2824,8.93786,102.4,95.0159,102.468,95,
10.3075,5.58423,9.03889,102.526,95.0199,102.588,95,
9.11099,10.3398,5.52562,102.624,94.9859,102.704,95,
9.21022,5.4826,10.3752,102.738,94.9798,102.824,95,
5.43404,10.4077,9.35113,102.896,95.0165,102.972,95,
10.4389,9.44091,5.37663,103.011,95.0048,103.082,95,
5.3453,10.4777,9.55529,103.137,95.0155,103.202,95,
10.5062,5.30108,9.64987,103.251,95.023,103.311,95,
5.27005,10.5452,9.74146,103.356,95.0133,103.415,95,
