Distance host 0(m),Distance host 1(m),Distance host 2(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
9.71927,6.03962,7.70976,101.148,95.3494,101.149,95.346,
6.04112,9.72362,7.71366,101.15,95.3449,101.151,95.3422,
7.71621,6.04277,9.72782,101.151,95.3397,101.153,95.3387,
6.04427,9.73141,7.721,101.154,95.3373,101.155,95.335,
9.73456,7.72415,6.04606,101.155,95.3347,101.157,95.3315,
7.72745,6.04756,9.73936,101.157,95.3288,101.159,95.3279,
7.7309,9.74236,6.04921,101.159,95.3266,101.16,95.3245,
7.73435,9.74595,6.05056,101.161,95.3231,101.162,95.3211,
6.05161,9.7494,7.73869,101.163,95.3204,101.164,95.318,
6.05311,7.74154,9.75345,101.165,95.3156,101.166,95.3144,
7.74499,9.75764,6.05551,101.166,95.3115,101.168,95.3096,
6.05701,7.75023,9.76244,101.169,95.3071,101.17,95.306,
9.76529,6.05866,7.75458,101.171,95.306,101.172,95.3024,
9.76859,7.75728,6.0603,101.172,95.3026,101.174,95.2994,
9.77189,7.76043,6.06165,101.174,95.2994,101.175,95.2962,
9.77548,7.76432,6.0633,101.176,95.2964,101.178,95.2919,
9.78013,6.0648,7.76882,101.179,95.2917,101.179,95.2885,
7.77152,9.78418,6.0666,101.18,95.287,101.181,95.2849,
6.0675,9.78762,7.77587,101.182,95.2842,101.183,95.2818,
6.069,9.79092,7.77886,101.184,95.281,101.185,95.2789,
9.79407,7.78246,6.07125,101.185,95.279,101.188,95.2734,
9.79917,7.78711,6.07305,101.188,95.2737,101.189,95.2703,
9.80291,6.07424,7.79116,101.19,95.2702,101.191,95.2669,
9.80666,6.07589,7.7949,101.192,95.2668,101.193,95.2632,
6.07724,7.79805,9.81131,101.194,95.2609,101.195,95.2598,
7.80075,9.81416,6.07904,101.195,95.2586,101.197,95.2567,
6.08039,7.8051,9.8185,101.197,95.2542,101.199,95.2529,
9.82105,7.80839,6.08219,101.199,95.2529,101.2,95.2496,
9.82495,6.08354,7.81274,101.201,95.2495,101.202,95.2459,
7.81559,9.82915,6.08534,101.203,95.2445,101.204,95.2424,
9.83244,7.81949,6.08684,101.205,95.242,101.206,95.2391,
6.08819,7.82323,9.83709,101.207,95.2366,101.208,95.2354,
6.08968,7.82698,9.84069,101.209,95.2334,101.21,95.2322,
7.82983,9.84369,6.09148,101.21,95.2308,101.212,95.2287,
9.84653,7.83358,6.09283,101.212,95.229,101.213,95.2255,
9.85028,7.83702,6.09433,101.214,95.2252,101.215,95.2223,
7.84002,6.09553,9.85463,101.216,95.2197,101.217,95.2188,
7.84392,9.85808,6.09748,101.217,95.2172,101.219,95.2153,
6.09868,7.84812,9.86227,101.22,95.2129,101.221,95.2117,
7.85111,6.10033,9.86572,101.221,95.2095,101.223,95.2086,
6.10138,7.85456,9.86887,101.223,95.2066,101.224,95.2054,
6.10288,9.87187,7.85846,101.226,95.2047,101.226,95.202,
7.86131,6.10482,9.87621,101.227,95.1995,101.228,95.1986,
6.10617,9.87936,7.8658,101.229,95.1976,101.23,95.195,
6.10767,9.88296,7.86925,101.231,95.1942,101.232,95.1918,
9.88611,7.8724,6.10962,101.232,95.1916,101.234,95.1883,
7.8754,6.11082,9.8903,101.234,95.1864,101.235,95.1852,
7.8787,9.89345,6.11247,101.236,95.1838,101.237,95.1817,
6.11367,9.89705,7.88319,101.238,95.1809,101.239,95.1784,
7.88559,6.11517,9.90095,101.239,95.176,101.241,95.1751,
9.90394,6.11682,7.89039,101.242,95.1749,101.243,95.1717,
7.89309,9.90814,6.11861,101.243,95.1698,101.245,95.1679,
7.89683,6.11996,9.91219,101.245,95.1655,101.247,95.1646,
9.91519,6.12176,7.90178,101.248,95.1646,101.249,95.1601,
7.90508,6.12341,9.92058,101.25,95.1575,101.251,95.1567,
7.90867,9.92373,6.12536,101.251,95.1553,101.253,95.1534,
7.91227,9.92733,6.12686,101.253,95.1519,101.255,95.1501,
6.12776,7.91587,9.93092,101.256,95.1482,101.257,95.1469,
7.91887,6.12941,9.93467,101.257,95.1441,101.258,95.1434,
9.93752,6.13106,7.92381,101.26,95.1434,101.261,95.1391,
9.94172,7.92726,6.13315,101.261,95.1391,101.263,95.1361,
7.93011,6.13435,9.94591,101.263,95.1337,101.264,95.1329,
7.93326,6.1357,9.94906,101.264,95.1308,101.266,95.1299,
9.95206,6.13735,7.93805,101.267,95.1296,101.268,95.1262,
9.95566,6.139,7.9418,101.269,95.1265,101.27,95.1227,
9.95926,6.1405,7.9451,101.271,95.1228,101.272,95.1196,
9.96255,7.94795,6.142,101.272,95.1195,101.274,95.1164,
6.1432,9.9669,7.95274,101.275,95.1153,101.276,95.1116,
7.95619,9.9717,6.14575,101.277,95.1101,101.278,95.1083,
6.14694,7.96024,9.97574,101.279,95.106,101.28,95.1047,
7.96324,9.97889,6.14889,101.28,95.1033,101.282,95.1014,
7.96653,6.15009,9.98264,101.282,95.0992,101.284,95.0984,
6.15114,7.97028,9.98579,101.284,95.0965,101.285,95.0953,
9.98878,7.97403,6.15339,101.286,95.0949,101.287,95.0917,
9.99223,6.15459,7.97793,101.288,95.0918,101.289,95.0885,
9.99553,6.15609,7.98107,101.29,95.0887,101.291,95.0856,
6.15744,9.99928,7.98467,101.292,95.0849,101.293,95.0822,
6.15864,7.98737,10.0032,101.293,95.08,101.295,95.079,
7.99097,10.0066,6.16074,101.295,95.0773,101.297,95.0754,
6.16193,10.0101,7.99531,101.298,95.0746,101.299,95.0721,
6.16343,10.0138,7.99906,101.3,95.071,101.301,95.0684,
8.00206,10.0177,6.16568,101.301,95.067,101.303,95.0649,
8.00536,10.0213,6.16703,101.303,95.0632,101.304,95.0617,
8.00911,10.0248,6.16868,101.305,95.0603,101.306,95.0582,
8.0127,6.17003,10.0288,101.307,95.0559,101.308,95.0549,
6.17123,10.032,8.01705,101.309,95.0538,101.31,95.0516,
6.17273,8.0205,10.0363,101.311,95.0488,101.313,95.0474,
6.17483,10.0399,8.02499,101.314,95.0465,101.314,95.0441,
10.0432,6.17662,8.02889,101.316,95.0441,101.316,95.0407,
8.03159,6.17827,10.0478,101.317,95.038,101.318,95.0371,
8.03549,6.17977,10.0514,101.319,95.0348,101.32,95.0338,
8.03893,10.0544,6.18157,101.321,95.0326,101.322,95.0302,
8.04268,10.0583,6.18322,101.323,95.0288,101.324,95.0269,
6.18442,8.04673,10.0624,101.325,95.0247,101.326,95.0235,
10.0651,8.05033,6.18637,101.327,95.0234,101.328,95.0201,
8.05317,10.0688,6.18787,101.328,95.019,101.33,95.0168,
6.18892,8.05737,10.073,101.331,95.0146,101.332,95.0135,
10.0757,6.19071,8.06142,101.333,95.0135,101.334,95.0101,
8.06412,6.19236,10.0802,101.334,95.0077,101.336,95.0067,
10.0828,6.19386,8.06861,101.337,95.0071,101.338,95.0034,
10.0867,6.19536,8.07236,101.339,95.0032,101.34,95.0001,
10.0903,6.19701,8.07611,101.341,95,101.342,94.9964,
10.0939,8.07911,6.19881,101.342,94.9963,101.344,94.9932,
10.0976,8.083,6.20046,101.344,94.9929,101.346,94.9896,
6.20181,8.08735,10.1029,101.347,94.9866,101.348,94.985,
10.1062,8.09155,6.20435,101.349,94.9849,101.35,94.9815,
10.1099,6.2057,8.09575,101.352,94.9816,101.352,94.9781,
10.1138,6.20735,8.09964,101.354,94.9779,101.354,94.9745,
6.2087,8.10294,10.1183,101.355,94.9723,101.357,94.971,
8.10624,10.1216,6.2108,101.357,94.9696,101.359,94.9675,
6.212,8.11014,10.1256,101.359,94.9653,101.36,94.9643,
8.11358,6.2138,10.1294,101.361,94.9616,101.363,94.9606,
10.1319,6.2153,8.11808,101.364,94.961,101.364,94.9574,
6.2168,8.12153,10.1369,101.366,94.9547,101.367,94.9538,
10.1394,6.21845,8.12542,101.368,94.9538,101.368,94.9507,
6.21979,8.12962,10.146,101.37,94.9446,101.373,94.943,
10.1513,8.13682,6.22399,101.373,94.9425,101.375,94.9395,
10.1546,6.22534,8.14086,101.376,94.9399,101.377,94.9364,
8.14341,6.22684,10.1595,101.377,94.9329,101.379,94.932,
8.14791,10.1634,6.22909,101.379,94.93,101.382,94.9282,
8.15256,6.23074,10.1681,101.382,94.9254,101.384,94.9245,
10.1709,8.15675,6.23269,101.384,94.9242,101.386,94.9212,
8.16005,6.23403,10.1754,101.386,94.9186,101.388,94.9177,
10.1781,8.1641,6.23583,101.388,94.9175,101.39,94.9144,
10.1816,6.23718,8.168,101.391,94.9145,101.392,94.9112,
10.1847,8.17084,6.23883,101.392,94.9115,101.393,94.9081,
6.24018,10.189,8.17519,101.395,94.907,101.395,94.9047,
8.17819,10.1926,6.24213,101.396,94.9033,101.398,94.9011,
10.1958,8.18194,6.24363,101.398,94.9009,101.4,94.8978,
6.24468,10.1995,8.18613,101.401,94.8974,101.401,94.8946,
8.18883,6.24663,10.2037,101.402,94.8922,101.403,94.8913,
6.24797,10.2067,8.19333,101.405,94.8906,101.405,94.888,
6.24947,8.19648,10.2109,101.406,94.8856,101.407,94.8846,
8.19962,6.25142,10.2145,101.408,94.882,101.409,94.8812,
10.2172,6.25307,8.20442,101.411,94.8815,101.411,94.8778,
10.221,6.25472,8.20832,101.413,94.8781,101.414,94.8742,
10.2243,6.25622,8.21147,101.414,94.8748,101.415,94.8713,
8.21431,10.2285,6.25802,101.416,94.8697,101.417,94.8678,
8.21776,6.25937,10.2324,101.418,94.8654,101.419,94.8646,
10.2351,8.22196,6.26102,101.42,94.8644,101.421,94.8613,
8.22496,6.26251,10.2394,101.422,94.8589,101.423,94.8581,
8.2284,10.2423,6.26416,101.423,94.8569,101.425,94.8549,
6.26506,8.2323,10.246,101.426,94.853,101.427,94.8519,
6.26656,10.2487,8.23605,101.428,94.8515,101.429,94.8489,
8.2386,6.26851,10.2528,101.429,94.8465,101.431,94.8456,
8.24204,10.2558,6.27016,101.431,94.8443,101.433,94.8423,
10.259,6.27151,8.24684,101.434,94.8423,101.435,94.839,
10.2623,8.24969,6.27331,101.435,94.839,101.436,94.836,
6.27436,8.25299,10.2667,101.437,94.8335,101.439,94.8327,
10.2692,6.27616,8.25718,101.44,94.8328,101.44,94.8295,
10.2725,8.26018,6.2778,101.441,94.8296,101.442,94.8263,
6.27915,10.2767,8.26423,101.443,94.8251,101.444,94.823,
10.2797,6.28095,8.26798,101.445,94.8232,101.446,94.8196,
6.28245,10.2839,8.27172,101.448,94.8186,101.448,94.8162,
6.28395,8.27472,10.2878,101.449,94.814,101.45,94.8131,
10.2902,8.27817,6.2859,101.451,94.8132,101.452,94.8099,
8.28132,6.2871,10.2944,101.453,94.8079,101.454,94.8068,
10.2973,6.28875,8.28581,101.455,94.8068,101.456,94.8034,
8.28851,6.2904,10.3016,101.457,94.8011,101.458,94.8002,
8.29241,10.3049,6.29219,101.459,94.7987,101.46,94.7966,
10.3081,6.29369,8.29691,101.461,94.7968,101.462,94.7935,
8.29975,10.3121,6.29534,101.463,94.7919,101.464,94.7902,
8.3032,6.29669,10.316,101.465,94.7876,101.466,94.7868,
8.30665,6.29819,10.3193,101.467,94.7846,101.468,94.7839,
10.3217,8.31025,6.29984,101.469,94.7837,101.47,94.7809,
6.30104,10.3255,8.31444,101.471,94.7802,101.472,94.7775,
10.3284,6.30269,8.31774,101.473,94.7777,101.474,94.7746,
8.32044,6.30434,10.3328,101.474,94.772,101.476,94.7712,
8.32419,6.30598,10.3365,101.476,94.7685,101.478,94.7677,
8.32838,10.34,6.30793,101.479,94.7661,101.481,94.7636,
6.30943,8.33318,10.3446,101.482,94.7614,101.483,94.7602,
6.31123,10.3478,8.33723,101.484,94.7594,101.485,94.7569,
10.3511,8.34053,6.31318,101.485,94.7565,101.487,94.7534,
8.34382,10.3551,6.31483,101.487,94.7519,101.489,94.7502,
10.3583,6.31633,8.34847,101.49,94.7503,101.491,94.7467,
10.3616,6.31783,8.35207,101.492,94.7474,101.493,94.7435,
6.31933,8.35507,10.3661,101.494,94.7415,101.495,94.7404,
8.35806,6.32082,10.3694,101.495,94.7381,101.497,94.7373,
8.36151,6.32247,10.3727,101.497,94.7352,101.499,94.7342,
8.36526,6.32412,10.3764,101.499,94.7316,101.501,94.7307,
10.3793,6.32577,8.37006,101.502,94.7307,101.503,94.7273,
10.3829,6.32742,8.37365,101.504,94.7273,101.505,94.7241,
10.3865,8.37755,6.32967,101.506,94.7245,101.508,94.7191,
6.33117,8.38235,10.3925,101.509,94.7171,101.51,94.716,
6.33282,8.38609,10.3962,101.511,94.7135,101.512,94.7124,
10.3988,6.33476,8.39029,101.513,94.7129,101.514,94.7091,
10.4025,8.39374,6.33656,101.515,94.7091,101.516,94.7058,
6.33791,10.4064,8.39764,101.518,94.7052,101.518,94.7025,
10.4095,8.40078,6.33971,101.519,94.7024,101.52,94.6994,
8.40393,6.34121,10.4139,101.521,94.6969,101.522,94.6962,
8.40723,6.34256,10.4172,101.523,94.6937,101.524,94.693,
6.34391,10.4203,8.41188,101.526,94.6919,101.526,94.6897,
6.34571,8.41547,10.4245,101.528,94.6873,101.529,94.6863,
10.4269,8.41877,6.34766,101.529,94.6863,101.531,94.683,
10.4305,8.42252,6.34945,101.531,94.6831,101.533,94.6799,
10.4338,8.42597,6.3508,101.533,94.68,101.534,94.677,
10.4371,8.42926,6.35245,101.535,94.677,101.536,94.6738,
6.3538,8.43346,10.4421,101.538,94.671,101.539,94.6693,
10.4451,8.43766,6.35605,101.54,94.6697,101.541,94.6664,
6.3571,8.44111,10.4493,101.542,94.6645,101.543,94.6633,
8.44425,6.3589,10.4527,101.543,94.6611,101.545,94.6601,
6.3604,8.44845,10.4563,101.546,94.6581,101.547,94.6569,
8.4513,6.36205,10.4596,101.547,94.6547,101.549,94.6539,
8.4546,6.36354,10.4628,101.549,94.6518,101.551,94.6508,
10.4658,6.36519,8.45924,101.552,94.6505,101.553,94.6475,
10.4694,8.46269,6.36714,101.554,94.6471,101.555,94.6441,
10.4728,6.36849,8.46674,101.556,94.6442,101.557,94.6408,
6.36999,8.46989,10.477,101.558,94.639,101.559,94.6378,
6.37149,10.48,8.47378,101.56,94.637,101.561,94.6347,
10.4831,6.37329,8.47768,101.563,94.6349,101.564,94.6305,
10.4875,6.37524,8.48203,101.565,94.6307,101.566,94.6272,
8.48488,6.37704,10.492,101.566,94.6248,101.568,94.624,
10.4944,8.48877,6.37883,101.568,94.6242,101.57,94.6208,
8.49177,6.38018,10.4987,101.57,94.6185,101.572,94.6176,
10.5016,8.49657,6.38213,101.573,94.6178,101.574,94.614,
8.49927,6.38333,10.5061,101.575,94.6115,101.576,94.6109,
10.5091,6.38513,8.50436,101.578,94.6106,101.579,94.6075,
6.38678,8.50766,10.5134,101.579,94.6054,101.581,94.6041,
8.51096,10.5167,6.38873,101.581,94.6025,101.583,94.6007,
10.5196,6.39008,8.5153,101.584,94.601,101.585,94.5976,
6.39158,10.5238,8.5195,101.586,94.5967,101.587,94.5941,
10.5268,6.39352,8.5231,101.588,94.5947,101.589,94.5909,
6.39487,8.52595,10.531,101.59,94.5892,101.591,94.5879,
8.52925,10.5341,6.39682,101.591,94.5866,101.593,94.5846,
8.53269,10.5376,6.39832,101.593,94.5833,101.595,94.5816,
6.39967,8.53674,10.5413,101.596,94.5797,101.597,94.5784,
10.5442,6.40147,8.54109,101.599,94.5785,101.599,94.575,
6.40297,10.548,8.54468,101.601,94.5744,101.601,94.5718,
6.40447,8.54753,10.5518,101.602,94.5698,101.603,94.569,
10.5539,6.40612,8.55128,101.604,94.5697,101.605,94.566,
10.5573,8.55428,6.40791,101.606,94.5661,101.607,94.563,
10.5606,8.55758,6.40926,101.608,94.5628,101.609,94.5601,
8.56087,6.41076,10.565,101.61,94.5574,101.611,94.5567,
8.56432,6.41226,10.5683,101.612,94.5544,101.613,94.5537,
10.5705,8.56822,6.41391,101.614,94.554,101.615,94.5506,
10.5744,6.41556,8.57257,101.616,94.5506,101.617,94.5472,
6.41706,8.57571,10.5786,101.618,94.5453,101.619,94.5441,
10.581,8.57931,6.41901,101.62,94.5446,101.621,94.5411,
8.58231,6.42021,10.5852,101.622,94.5391,101.623,94.5381,
8.58591,6.422,10.589,101.624,94.5354,101.626,94.5345,
10.5918,6.42365,8.5907,101.627,94.5345,101.628,94.5315,
8.5931,6.425,10.5959,101.628,94.5289,101.63,94.5283,
6.42665,8.5976,10.5995,101.631,94.5262,101.632,94.5249,
8.6009,6.4286,10.6031,101.632,94.5226,101.634,94.5219,
6.42995,10.6062,8.60539,101.635,94.5207,101.636,94.5184,
6.43175,8.60884,10.6104,101.637,94.5159,101.638,94.515,
8.61244,6.4337,10.614,101.639,94.5126,101.641,94.5116,
6.43505,8.61648,10.6176,101.642,94.5093,101.643,94.5083,
6.43654,8.61993,10.6209,101.644,94.5063,101.645,94.5054,
6.43834,10.6242,8.62428,101.646,94.5042,101.647,94.5019,
8.62668,6.44014,10.6278,101.647,94.4998,101.649,94.4989,
10.6302,6.44164,8.63102,101.65,94.4994,101.651,94.496,
6.44314,8.63447,10.6347,101.652,94.4937,101.653,94.4926,
6.44494,10.6378,8.63867,101.654,94.4918,101.655,94.4894,
6.44644,10.6411,8.64212,101.656,94.4888,101.657,94.4863,
10.6446,6.44839,8.64601,101.659,94.4861,101.659,94.4831,
8.64856,6.45003,10.6488,101.66,94.4804,101.662,94.4798,
8.65216,6.45153,10.6521,101.662,94.4774,101.664,94.4768,
8.65576,6.45318,10.6555,101.664,94.4743,101.666,94.4736,
6.45453,8.6601,10.6591,101.667,94.4712,101.668,94.4702,
10.6618,8.66385,6.45678,101.669,94.4702,101.67,94.4671,
10.6656,8.66775,6.45858,101.671,94.4667,101.672,94.4636,
6.45978,8.67165,10.6702,101.673,94.461,101.675,94.4602,
8.67494,10.6732,6.46188,101.675,94.4588,101.677,94.4569,
6.46323,10.6774,8.68034,101.679,94.4554,101.68,94.4524,
8.68394,6.46562,10.6822,101.68,94.4498,101.682,94.4491,
10.6848,8.68814,6.46757,101.683,94.4493,101.684,94.446,
6.46862,10.6885,8.69188,101.685,94.4452,101.686,94.443,
8.69488,10.6922,6.47087,101.686,94.4412,101.688,94.4396,
8.69848,6.47222,10.696,101.689,94.4372,101.691,94.4365,
10.6985,8.70268,6.47417,101.691,94.4367,101.693,94.4333,
10.7023,8.70642,6.47567,101.693,94.4329,101.695,94.43,
6.47702,10.7059,8.71032,101.696,94.4295,101.697,94.4271,
10.7089,8.71377,6.47896,101.698,94.4273,101.699,94.4238,
6.48046,8.71766,10.7137,101.7,94.4214,101.701,94.4204,
10.7161,8.72111,6.48226,101.702,94.4204,101.703,94.4174,
6.48361,10.7201,8.72576,101.705,94.4167,101.706,94.4138,
6.48541,8.72921,10.7246,101.707,94.4112,101.708,94.4104,
8.7322,10.7275,6.48751,101.708,94.4091,101.71,94.4075,
6.48871,8.7364,10.7314,101.711,94.4052,101.712,94.4042,
10.7339,8.73985,6.49081,101.713,94.4041,101.714,94.4012,
10.7375,6.49231,8.7442,101.716,94.4011,101.717,94.3978,
6.4938,8.74779,10.7422,101.718,94.3953,101.719,94.3943,
8.75109,10.7452,6.49605,101.719,94.3932,101.721,94.3912,
8.75529,10.7492,6.498,101.722,94.3894,101.724,94.387,
10.7528,8.75994,6.49965,101.725,94.3868,101.726,94.3841,
10.7558,8.76323,6.50115,101.726,94.3842,101.728,94.381,
8.76668,6.50295,10.7606,101.728,94.3781,101.73,94.3775,
10.7634,8.77133,6.50505,101.731,94.3774,101.733,94.374,
10.7669,6.5064,8.77537,101.734,94.3744,101.735,94.3711,
10.7702,6.50789,8.77882,101.736,94.3713,101.737,94.3681,
10.7733,8.78197,6.50954,101.737,94.3684,101.739,94.3651,
8.78482,6.51104,10.7777,101.739,94.3625,101.741,94.3621,
6.51269,8.78947,10.7814,101.742,94.3596,101.743,94.3586,
6.51419,10.7843,8.79351,101.745,94.3579,101.745,94.3554,
10.7877,6.51614,8.79756,101.747,94.3553,101.748,94.3515,
10.7918,8.80131,6.51854,101.749,94.3515,101.75,94.3482,
8.80475,6.51989,10.7963,101.751,94.3457,101.752,94.345,
6.52139,8.8088,10.7996,101.753,94.3431,101.754,94.3421,
6.52288,10.8024,8.8127,101.756,94.3414,101.757,94.3389,
6.52438,8.8166,10.8071,101.758,94.3357,101.76,94.3345,
6.52708,10.8111,8.82199,101.761,94.3335,101.762,94.3311,
6.52873,8.82544,10.8156,101.763,94.3279,101.765,94.3269,
8.82934,10.8191,6.53143,101.765,94.3256,101.767,94.3238,
10.8224,8.83398,6.53308,101.768,94.3237,101.769,94.3206,
6.53428,8.83743,10.8266,101.77,94.3184,101.771,94.3174,
10.8294,8.84148,6.53652,101.772,94.3173,101.774,94.3141,
8.84433,6.53787,10.8336,101.774,94.3116,101.776,94.3111,
6.53937,8.84882,10.8372,101.777,94.3088,101.778,94.3077,
8.85227,6.54132,10.8409,101.779,94.305,101.781,94.3044,
8.85602,6.54297,10.8444,101.781,94.3019,101.783,94.3012,
6.54447,8.86007,10.8478,101.784,94.299,101.785,94.2982,
10.8501,6.54627,8.86396,101.786,94.2987,101.787,94.2952,
8.86681,6.54792,10.8547,101.787,94.2923,101.789,94.2919,
8.87071,10.8576,6.54972,101.79,94.2907,101.791,94.2889,
6.55106,8.87446,10.8613,101.792,94.2868,101.793,94.286,
6.55256,8.8779,10.8645,101.794,94.284,101.795,94.283,
8.8812,6.55436,10.8679,101.796,94.2806,101.798,94.2798,
8.8848,6.55601,10.8712,101.798,94.2777,101.8,94.2768,
6.55751,8.8887,10.8747,101.8,94.2746,101.802,94.2737,
8.89214,6.55931,10.8781,101.802,94.2714,101.804,94.2706,
8.89574,10.8811,6.56111,101.804,94.2692,101.806,94.2675,
10.8841,8.89994,6.56291,101.807,94.2676,101.808,94.2644,
8.90309,10.888,6.56471,101.808,94.2631,101.811,94.261,
6.56575,8.90728,10.8919,101.812,94.2591,101.813,94.258,
6.56755,10.8954,8.91193,101.814,94.2569,101.815,94.2546,
8.91463,6.56935,10.8991,101.816,94.2523,101.817,94.2516,
6.57115,8.91883,10.9027,101.818,94.2494,101.82,94.2482,
10.9056,6.57295,8.92332,101.821,94.2484,101.822,94.245,
6.57445,8.92647,10.9099,101.823,94.2427,101.824,94.2418,
10.9127,6.57655,8.93112,101.826,94.242,101.827,94.2384,
6.57805,10.9169,8.93501,101.828,94.2373,101.829,94.2351,
10.9199,6.58029,8.93966,101.831,94.2364,101.832,94.2302,
8.94341,6.58254,10.9261,101.833,94.2278,101.835,94.2272,
10.9283,8.94716,6.58419,101.835,94.2273,101.837,94.2243,
10.9318,8.9509,6.58584,101.837,94.2242,101.839,94.2214,
8.95405,6.58734,10.9361,101.839,94.2185,101.841,94.218,
10.9385,6.58899,8.9587,101.842,94.2185,101.843,94.215,
10.942,8.9617,6.59079,101.844,94.2148,101.845,94.212,
8.96484,6.59229,10.9462,101.846,94.2095,101.847,94.2091,
10.9483,6.59394,8.96919,101.848,94.2099,101.849,94.2062,
10.9519,8.97279,6.59588,101.85,94.2065,101.852,94.2028,
6.59693,8.97684,10.9568,101.853,94.2,101.855,94.1986,
6.59933,10.9607,8.98208,101.856,94.1977,101.857,94.1955,
10.9636,6.60128,8.98568,101.858,94.196,101.859,94.1922,
6.60293,10.9679,8.98988,101.861,94.1913,101.862,94.1889,
10.9708,6.60473,8.99347,101.863,94.1895,101.864,94.1858,
6.60623,8.99662,10.9751,101.865,94.1838,101.866,94.1829,
6.60803,9.00037,10.9788,101.867,94.1801,101.868,94.1795,
6.60982,10.9818,9.00487,101.87,94.1788,101.871,94.1762,
9.00786,6.61192,10.986,101.871,94.1736,101.873,94.1729,
6.61342,9.01236,10.9896,101.874,94.1708,101.876,94.1696,
9.01581,6.61537,10.9935,101.876,94.1666,101.878,94.1661,
10.9959,9.02001,6.61717,101.879,94.1663,101.88,94.1633,
9.023,6.61867,11.0001,101.88,94.1608,101.882,94.1603,
9.0266,6.62032,11.0034,101.883,94.1579,101.884,94.1572,
9.0302,11.0063,6.62227,101.885,94.1561,101.887,94.1542,
6.62331,9.03425,11.01,101.887,94.1522,101.889,94.1513,
9.03754,11.0132,6.62556,101.889,94.1498,101.891,94.1481,
9.04144,11.0165,6.62736,101.891,94.1472,101.893,94.1449,
9.04519,11.0201,6.62886,101.894,94.1437,101.896,94.1418,
9.04909,6.63051,11.0244,101.896,94.1387,101.898,94.1383,
9.05343,6.63261,11.0283,101.899,94.1354,101.901,94.1346,
9.05793,11.0318,6.63456,101.901,94.1332,101.903,94.1313,
9.06183,6.63636,11.036,101.904,94.1287,101.906,94.128,
9.06542,6.638,11.0393,101.906,94.1257,101.908,94.1249,
11.0418,9.06962,6.63995,101.908,94.1252,101.91,94.1216,
11.0454,6.64145,9.07412,101.912,94.1223,101.913,94.1184,
9.07697,6.64325,11.0501,101.913,94.1158,101.915,94.1153,
6.6446,11.053,9.08161,101.916,94.1143,101.917,94.1122,
6.6464,11.0563,9.08521,101.918,94.1115,101.919,94.1091,
11.0596,9.08896,6.64865,101.92,94.1091,101.922,94.1052,
9.09315,11.0644,6.65075,101.923,94.1037,101.925,94.102,
9.09675,6.65239,11.0685,101.925,94.0991,101.927,94.0987,
9.1008,11.0716,6.65434,101.927,94.0971,101.929,94.0955,
6.65539,9.105,11.0754,101.93,94.0934,101.931,94.0925,
6.65719,9.10829,11.0784,101.932,94.0909,101.934,94.0897,
11.0812,6.65914,9.11309,101.935,94.0903,101.937,94.0855,
9.11669,11.0863,6.66154,101.937,94.0838,101.939,94.0822,
9.12074,6.66319,11.0904,101.939,94.0797,101.941,94.079,
6.66469,9.12478,11.0937,101.942,94.077,101.944,94.076,
6.66619,11.0965,9.12868,101.945,94.0753,101.946,94.0732,
11.0997,9.13228,6.66843,101.947,94.0731,101.949,94.0691,
9.13618,6.67023,11.1046,101.949,94.0668,101.951,94.0661,
9.13992,6.67188,11.1081,101.951,94.0637,101.953,94.0631,
9.14382,11.1112,6.67383,101.953,94.0616,101.955,94.0599,
9.14787,11.115,6.67563,101.956,94.0582,101.958,94.0565,
6.67698,11.1184,9.15251,101.959,94.0556,101.96,94.0537,
9.15461,6.67878,11.1219,101.96,94.0511,101.962,94.0509,
9.15851,11.1247,6.68073,101.962,94.0496,101.964,94.0477,
6.68177,11.128,9.16316,101.966,94.0472,101.967,94.0448,
9.16585,11.132,6.68432,101.967,94.0424,101.97,94.0405,
11.1355,6.68597,9.17185,101.971,94.0413,101.972,94.0375,
9.1744,6.68762,11.1397,101.972,94.0354,101.974,94.0348,
11.1422,9.17845,6.68957,101.975,94.0348,101.976,94.0316,
11.1455,6.69107,9.18264,101.978,94.0323,101.979,94.0286,
11.1488,9.18564,6.69287,101.979,94.0289,101.981,94.0258,
6.69407,11.1523,9.18939,101.982,94.0254,101.983,94.0231,
11.1551,6.69586,9.19299,101.984,94.0236,101.985,94.0202,
6.69736,11.159,9.19673,101.986,94.0193,101.987,94.017,
9.19973,11.1626,6.69946,101.988,94.0155,101.99,94.0139,
11.1656,9.20408,6.70111,101.991,94.0139,101.992,94.0107,
9.20738,6.70276,11.17,101.992,94.0083,101.994,94.0077,
9.21082,11.1727,6.70471,101.994,94.0068,101.997,94.0047,
11.176,9.21517,6.70621,101.997,94.0044,101.999,94.0016,
6.70756,9.21877,11.18,102,93.9996,102.001,93.9986,
11.1827,6.71055,9.22581,102.004,94.0021,102.007,93.9911,
11.1911,9.23166,6.714,102.007,93.991,102.009,93.988,
6.7152,9.23541,11.1953,102.01,93.9859,102.011,93.9849,
11.1977,6.717,9.23945,102.012,93.9854,102.013,93.982,
6.71865,9.24305,11.2022,102.015,93.9798,102.016,93.9787,
6.7203,11.205,9.2471,102.017,93.9783,102.018,93.9759,
6.72195,11.2082,9.25055,102.019,93.9755,102.02,93.973,
6.72375,9.25414,11.2124,102.022,93.9706,102.023,93.9697,
