Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m),Erro,Tempo de Simulacão,
99.7982,100.027,99.8174,99.9787,0.0517566,0.593909031481,
96.3202,105.215,96.2881,105.259,0.0545531,1.181792184996,
101.066,102.342,101.092,102.369,0.0372715,1.776521300022,
98.5928,93.3111,98.5656,93.3305,0.03343,2.373128517913,
101.628,98.524,101.671,98.575,0.0668464,2.962586807639,
97.0764,104.21,97.0377,104.17,0.0561135,3.561697930466,
107.507,93.0781,107.515,93.0253,0.05335,4.151430491473,
100.713,109.476,100.734,109.435,0.0461834,4.743262675914,
97.0911,92.1198,97.0913,92.1931,0.0733222,5.339598784885,
94.6378,102.025,94.5817,102.03,0.0562963,5.927132719706,
106.029,104.275,106.059,104.232,0.0528594,6.516402168775,
97.3964,99.3969,97.3807,99.4737,0.0783489,7.105798928308,
97.1875,107.936,97.22,107.967,0.0454582,7.695917243369,
99.7763,106.168,99.7193,106.149,0.0598559,8.284455936863,
102.143,101.403,102.16,101.433,0.0347538,8.883561031653,
97.0897,101.317,97.0797,101.338,0.0235484,9.493019341967,
108.308,91.1369,108.275,91.1743,0.0497382,10.087443285684,
99.885,97.7801,99.9332,97.7879,0.0488922,10.677502836942,
99.4213,98.0854,99.3746,98.0983,0.0484443,11.26079681142,
108.832,95.4994,108.809,95.5367,0.0439443,11.847726672164,
101.267,106.885,101.298,106.913,0.042312,12.432008388261,
95.2796,101.584,95.2624,101.546,0.0416763,13.026038885781,
97.3177,97.8679,97.3338,97.892,0.0289736,13.614783674394,
92.1911,100.707,92.2052,100.68,0.0303335,14.200618679416,
100.297,93.2329,100.272,93.2776,0.0512956,14.787041116034,
92.9741,100.216,92.916,100.232,0.0600913,15.388506494688,
96.834,94.55,96.8307,94.4972,0.0529097,15.976619202829,
94.1314,98.8034,94.1632,98.8209,0.0363055,16.5767778249,
101.53,105.999,101.52,106.038,0.0397367,17.170048320375,
95.7757,104.251,95.73,104.245,0.0460318,17.766093507909,
105.715,104.613,105.757,104.614,0.041384,18.351522943798,
99.9694,101.894,100.027,101.906,0.058666,18.952663031169,
98.2136,106.167,98.2463,106.199,0.0454985,19.545280170723,
94.7425,95.2287,94.7021,95.2373,0.0413396,20.135574316301,
102.931,91.4143,102.97,91.4406,0.0467628,20.729504100764,
107.686,92.3191,107.634,92.346,0.0584964,21.329898513118,
105.005,105.479,105.021,105.442,0.0407774,21.92306932118,
99.803,96.1112,99.8112,96.1662,0.0556303,22.511267489518,
94.8918,105.272,94.9097,105.218,0.0570619,23.108082617109,
104.342,100.688,104.318,100.708,0.0310002,23.697224319946,
96.5037,102.372,96.4646,102.383,0.0405399,24.297975388062,
99.7195,99.9823,99.7537,99.964,0.0387645,24.894623212344,
104.415,102.138,104.383,102.143,0.0323652,25.488252652034,
95.7393,100.545,95.7496,100.516,0.031164,26.081013266227,
102.5,102.88,102.456,102.903,0.0498914,26.666426679808,
101.98,90.6578,102.017,90.6626,0.037498,27.259442658709,
97.6253,97.8843,97.5962,97.8604,0.037627,27.856343096394,
93.9921,106.865,94.0263,106.877,0.036343,28.459084294814,
101.144,95.4889,101.129,95.5438,0.0569117,29.05026458271,
100.485,108.541,100.44,108.539,0.0448217,29.653275809881,
107.498,97.7485,107.498,97.7904,0.041828,30.236299682731,
107.016,95.4813,106.989,95.5289,0.0545549,30.825520088762,
95.4313,98.6275,95.4858,98.5972,0.0623036,31.4180457018,
101.96,98.02,102.015,97.9953,0.0604625,32.025025723329,
96.9063,91.3268,96.9542,91.325,0.0479194,32.62040498497,
95.8853,102.513,95.873,102.549,0.0379806,33.209580049305,
103.517,102.453,103.499,102.428,0.0308524,33.800272669482,
96.3433,96.7336,96.3729,96.7562,0.0372451,34.386155487493,
103.771,95.7861,103.808,95.7728,0.0394823,34.976373905576,
100.276,92.1004,100.242,92.1143,0.035879,35.570077657952,
93.0444,105.306,93.0486,105.304,0.00465911,36.173052512121,
93.7541,100.569,93.755,100.51,0.0593596,36.761850826699,
94.0063,100.453,94.0038,100.486,0.0325835,37.349666775613,
96.9901,98.9641,96.9777,98.9431,0.0244159,37.93513319504,
105.134,103.263,105.108,103.304,0.0483986,38.520297747159,
99.3742,106.082,99.4161,106.076,0.0423301,39.103901222944,
102.9,96.0936,102.864,96.1168,0.0428702,39.71556770974,
102.641,96.093,102.66,96.0507,0.0464688,40.308089905182,
92.9301,100.195,92.8961,100.234,0.0521445,40.895858570977,
98.6882,99.8403,98.6959,99.8052,0.0359225,41.483818815021,
102.424,100.664,102.404,100.709,0.0498966,42.07138323296,
105.326,98.5136,105.346,98.486,0.0338369,42.665593762793,
97.3133,104.692,97.3109,104.721,0.0293088,43.25520713415,
94.0782,91.8948,94.1176,91.8877,0.0399426,43.867348701619,
97.3566,98.0051,97.3665,97.9537,0.0523771,44.461507419587,
97.1592,104.904,97.1617,104.939,0.0358551,45.041358070794,
96.7703,94.7897,96.7709,94.7492,0.0405157,45.649462678932,
98.963,102.74,98.9617,102.784,0.0447308,46.237312372781,
104.566,98.643,104.583,98.6913,0.0514707,46.827336936354,
104.554,96.3226,104.568,96.3015,0.0251092,47.415349583502,
96.52,109.953,96.5746,109.937,0.056939,48.009263342838,
102.866,104.674,102.835,104.694,0.0371604,48.593586858492,
104.005,107.243,104.01,107.213,0.0306506,49.188036340054,
95.1582,101.381,95.1223,101.366,0.0389072,49.77297361467,
103.76,96.3222,103.735,96.3398,0.0305346,50.365699092826,
105.241,109.222,105.244,109.263,0.041377,50.956878813344,
104.291,93.6877,104.328,93.6967,0.0381283,51.537008841413,
109.097,103.569,109.057,103.527,0.0578394,52.131368791018,
93.6972,96.6514,93.7247,96.6841,0.042647,52.722136764399,
102.588,94.2705,102.588,94.2146,0.0558964,53.312749844336,
95.5389,101.825,95.5388,101.852,0.0270744,53.914660565539,
94.6704,100.896,94.6152,100.928,0.0637784,54.510408329887,
106.672,99.3611,106.688,99.344,0.0239471,55.108301906105,
95.057,107.525,95.1042,107.512,0.048914,55.697883500788,
106.841,108.255,106.859,108.291,0.0406737,56.284187118202,
96.737,97.5375,96.7187,97.4561,0.0835052,56.878670765521,
101.209,99.8257,101.207,99.8629,0.0373391,57.47087164242,
102.722,105.527,102.719,105.57,0.0428874,58.062493421275,
96.9189,101.631,96.8659,101.624,0.0534532,58.655979528944,
97.5224,101.829,97.5391,101.87,0.0449676,59.251863811473,
107.874,100.671,107.892,100.645,0.0314074,59.838495606628,
Média,,,,0.0445139
101.459,98.1537,101.496,98.1773,0.0439582,0.603826298206,
98.1039,96.4052,98.081,96.4497,0.0500886,1.204398307119,
108.375,103.713,108.367,103.673,0.0413738,1.803118256,
105.696,95.1972,105.643,95.1911,0.053151,2.389783084429,
95.8999,93.6558,95.9439,93.6382,0.0473673,2.978425296531,
101.715,96.8094,101.686,96.7891,0.0351848,3.575340814596,
101.27,102.336,101.33,102.357,0.0633331,4.158859560225,
104.318,97.8258,104.268,97.8058,0.054565,4.75278770786,
101.878,98.3599,101.93,98.347,0.0538062,5.342679061213,
92.7657,95.5117,92.7649,95.5547,0.0429452,5.92987571967,
104.55,96.4983,104.584,96.4509,0.0582271,6.51783348644,
95.1394,98.6896,95.1445,98.7622,0.0727864,7.109579963958,
104.995,95.1106,104.974,95.0759,0.0405491,7.703244767603,
100.622,105.21,100.677,105.195,0.0568159,8.293520804802,
99.4088,97.8891,99.4596,97.8729,0.0532681,8.892444101262,
93.4302,105.313,93.4934,105.29,0.0671932,9.479781933043,
104.729,107.399,104.72,107.448,0.0495832,10.07109653586,
104.162,91.6777,104.206,91.6648,0.046742,10.659856111871,
92.4364,100.496,92.4344,100.44,0.0553668,11.262284440032,
102.917,105.031,102.876,105.058,0.0484226,11.85087115831,
97.6706,100.97,97.6816,101.002,0.0345965,12.439264666807,
104.386,94.3431,104.35,94.3488,0.0367908,13.035442656238,
99.9384,95.017,99.9759,94.9871,0.0480366,13.624101547527,
100.88,96.2852,100.857,96.3422,0.0614144,14.218618415697,
93.7616,90.6254,93.7934,90.6408,0.0353924,14.811714548019,
102.555,98.8116,102.606,98.8136,0.0512739,15.403607260259,
100.719,91.6165,100.766,91.6155,0.0471548,16.000666955158,
101.227,99.448,101.209,99.413,0.0390612,16.591076570326,
102.201,101.596,102.224,101.615,0.0298729,17.190002968913,
92.5714,92.8453,92.5487,92.7676,0.0809937,17.781118249914,
95.7038,109.204,95.6711,109.227,0.0396982,18.365863467452,
96.4395,104.911,96.4911,104.909,0.0516051,18.957407756,
98.9475,98.4755,98.9206,98.5069,0.041414,19.545767510661,
107.074,98.8884,107.075,98.8317,0.0567614,20.133926405619,
107.296,98.7149,107.29,98.7637,0.0492847,20.721118173756,
98.7374,95.4636,98.7719,95.4375,0.0432601,21.315159484394,
94.1206,95.7326,94.0884,95.6988,0.0466573,21.917987096461,
96.9403,95.6917,96.9612,95.7322,0.0455854,22.521742455785,
97.4565,96.6119,97.4295,96.6498,0.0464873,23.113030600446,
97.3243,102.821,97.343,102.77,0.0548926,23.714026765835,
97.8097,101.478,97.829,101.441,0.0417099,24.304060373529,
96.9443,101.782,96.947,101.839,0.0568262,24.891151052291,
94.3867,100.859,94.3906,100.828,0.0307859,25.48245440395,
99.4092,100.334,99.3749,100.367,0.0473692,26.075569395187,
100.28,91.0445,100.321,91.0319,0.0425392,26.661445789267,
99.6007,99.0847,99.5872,99.0478,0.0392989,27.258260295682,
100.114,101.797,100.135,101.815,0.0277039,27.849013072913,
96.9842,95.1239,96.961,95.0731,0.05584,28.44006755636,
106.801,100.957,106.8,100.933,0.0238233,29.034344366439,
107.061,96.0997,107.102,96.0592,0.0578973,29.617531034051,
96.6883,100.766,96.658,100.798,0.0439367,30.209398568507,
96.8416,98.368,96.8194,98.4171,0.0539087,30.796253176455,
107.456,92.2892,107.492,92.2727,0.0402811,31.393328607045,
98.7212,93.5885,98.6817,93.6072,0.0437064,31.985886742157,
106.948,99.9432,106.975,99.8906,0.0588155,32.575163128439,
101.13,105.996,101.123,106.024,0.0279956,33.158603514226,
101.092,99.203,101.118,99.2106,0.0270044,33.750349314915,
102.969,102.368,102.93,102.341,0.0479013,34.343618729226,
101.224,100.326,101.251,100.345,0.033569,34.940237679878,
101.951,93.9011,101.926,93.9074,0.0258172,35.533687502888,
104.049,102.629,104.083,102.664,0.0488768,36.129038851313,
93.8478,93.5694,93.8129,93.5094,0.06936,36.719539098152,
106.094,106.176,106.052,106.131,0.0607413,37.305479511636,
96.236,96.503,96.2677,96.557,0.0625984,37.894526597779,
98.8541,97.7491,98.8507,97.8378,0.0888244,38.492789077621,
95.6142,99.3905,95.6313,99.3741,0.0237045,39.092072506078,
95.7773,104.313,95.7412,104.347,0.0498289,39.682181449578,
108.403,91.8899,108.37,91.9472,0.0661073,40.272220020717,
99.6051,98.4095,99.5569,98.4198,0.0493133,40.861320179515,
107.58,102.621,107.569,102.581,0.0410037,41.453344182165,
98.8329,107.327,98.8692,107.349,0.0424998,42.040877153644,
90.3337,108.555,90.3843,108.537,0.053631,42.634701406476,
100.429,94.5513,100.399,94.5541,0.0301459,43.226346869936,
107.144,96.6444,107.154,96.6751,0.0324227,43.810262811847,
108.429,102.197,108.414,102.148,0.05121,44.399126834384,
106.203,95.6661,106.254,95.6493,0.0544986,44.988409270938,
92.2436,106.643,92.2833,106.622,0.0451034,45.580464456678,
99.0763,102.886,99.0857,102.935,0.0494663,46.174256397252,
92.8532,103.977,92.8675,103.954,0.0269114,46.766984292614,
106.811,99.7295,106.756,99.7301,0.055353,47.362674854031,
106.162,105.63,106.142,105.611,0.0276211,47.9566824303,
96.3581,100.973,96.3924,101.002,0.0450046,48.548329334907,
93.1102,100.142,93.1116,100.108,0.0344966,49.142854958764,
97.9976,91.5197,97.9442,91.5246,0.053587,49.731077007572,
107.073,104.34,107.06,104.293,0.0487168,50.326482298714,
100.961,96.0122,100.982,96.0618,0.0537165,50.918926536207,
101.958,99.5216,101.973,99.5618,0.042871,51.523899234362,
102.95,97.7738,102.994,97.7581,0.0466689,52.11899276992,
93.1023,100.717,93.1172,100.688,0.0326807,52.714787774899,
102.422,103.669,102.384,103.691,0.0434903,53.294622410397,
99.5191,96.1321,99.5552,96.1451,0.0382956,53.883357956214,
92.6483,103.35,92.6604,103.305,0.0464675,54.479875217193,
102.828,109.067,102.772,109.058,0.0572755,55.061899876712,
96.2915,103.097,96.3271,103.134,0.0513769,55.652374635323,
96.413,96.2814,96.4064,96.2089,0.0728529,56.248871331536,
100.635,100.909,100.612,100.933,0.0333352,56.82734060829,
109.618,95.6483,109.623,95.6034,0.0450587,57.418813382038,
100.942,109.097,100.973,109.078,0.0355631,58.006774011597,
101.064,93.7335,101.075,93.6613,0.073126,58.603757715808,
103.796,99.3569,103.766,99.4036,0.0555084,59.201792790034,
100.246,102.319,100.264,102.295,0.0301896,59.791063584374,
Média,,,,0.0472395
98.0543,93.3644,98.0162,93.3335,0.0491032,0.600941124587,
106.725,91.5389,106.759,91.5322,0.0340497,1.192731028322,
94.1551,104.19,94.1783,104.166,0.0330058,1.786777714476,
95.9452,107.486,95.9908,107.479,0.0461601,2.375310545275,
96.894,99.6703,96.8684,99.6474,0.0343868,2.95621495231,
96.3107,100.344,96.2646,100.35,0.0465195,3.555312224087,
108.876,104.132,108.863,104.09,0.0443352,4.146792331095,
96.8836,107.679,96.9162,107.698,0.0375369,4.738467174335,
96.6446,93.8703,96.6375,93.8775,0.0101562,5.335839590235,
96.9885,98.5943,96.943,98.6023,0.0462137,5.925747207945,
99.1631,97.6888,99.1376,97.6595,0.0388087,6.515775936069,
105.09,96.5103,105.132,96.4717,0.0571803,7.099399494476,
97.635,103.494,97.5793,103.488,0.0559905,7.694830342391,
101.182,99.7066,101.215,99.7539,0.0573472,8.284351475751,
100.364,93.0852,100.338,93.0664,0.0319991,8.86836266752,
96.812,105.477,96.8442,105.458,0.0373241,9.467350780307,
91.3845,94.1547,91.3426,94.1677,0.0438978,10.061949283526,
104.8,100.796,104.758,100.792,0.0416798,10.644281585084,
101.515,109.851,101.526,109.826,0.0273955,11.241757064227,
108.635,102.456,108.633,102.418,0.0373617,11.82592404907,
102.462,102.227,102.421,102.249,0.0463744,12.42017687287,
106.224,105.129,106.226,105.078,0.0508451,13.011113449959,
97.1061,94.7054,97.138,94.7331,0.0423148,13.609912774064,
104.982,95.7568,105,95.6856,0.0734356,14.210211892446,
104.684,106.799,104.722,106.778,0.0431237,14.799481820937,
94.4236,96.0489,94.4257,96.1216,0.0726866,15.39626764959,
102.116,97.4772,102.101,97.411,0.0678783,15.990082443545,
98.7836,109.556,98.8126,109.556,0.0290055,16.582252463894,
105.454,93.4766,105.431,93.4799,0.0240344,17.17795179061,
98.7758,94.7624,98.742,94.7457,0.0377294,17.770015642143,
100.651,101.891,100.672,101.858,0.0388802,18.362841236733,
94.4193,96.1753,94.4423,96.1883,0.0264853,18.958754750294,
106.209,106.394,106.188,106.349,0.0498047,19.552455131126,
103.455,96.8736,103.477,96.9043,0.0375287,20.141460068643,
107.689,103.001,107.714,102.937,0.0689735,20.735548055605,
96.4051,95.9509,96.4465,95.9487,0.0414666,21.33655478823,
98.1321,108.251,98.1156,108.212,0.0427663,21.931647477106,
98.5248,94.6593,98.5607,94.6596,0.0358688,22.537591458819,
102.554,104.655,102.539,104.62,0.0382958,23.145155147281,
100.645,96.3714,100.656,96.2955,0.0766673,23.729358539425,
107.123,103.472,107.073,103.494,0.0540852,24.326692210874,
104.29,102.181,104.239,102.169,0.052037,24.917057643363,
100.319,104.638,100.273,104.632,0.0463656,25.510238561677,
99.3411,106.892,99.3691,106.888,0.0282436,26.100735938006,
101.037,106.777,101.004,106.783,0.033671,26.6909354489,
108.138,106.522,108.163,106.577,0.0606174,27.273237512939,
102.493,91.5454,102.527,91.4997,0.0570581,27.881546624944,
98.5825,99.0858,98.5475,99.0689,0.0388979,28.476899969912,
96.8704,103.23,96.9196,103.225,0.0493884,29.069900467891,
95.8551,97.8574,95.8594,97.8816,0.0245852,29.659015843199,
94.4463,94.958,94.4213,94.9483,0.0268493,30.248569621191,
99.5219,91.4795,99.5567,91.5014,0.0411307,30.846639674185,
93.927,100.777,93.9223,100.734,0.0426075,31.431990240599,
102.338,102.287,102.361,102.312,0.0335578,32.017834623289,
100.639,103.431,100.676,103.456,0.0445503,32.607555810467,
92.703,93.5549,92.6689,93.522,0.0474022,33.194732430451,
106.946,100.877,106.967,100.847,0.03725,33.786656243755,
104.316,92.8103,104.308,92.8136,0.00927872,34.370444560396,
107.503,100.347,107.491,100.385,0.0400534,34.963878395958,
96.0043,96.5267,96.058,96.5087,0.0566651,35.551798831251,
100.74,101.501,100.685,101.534,0.0634464,36.139924935507,
102.133,94.0378,102.163,94.096,0.0651805,36.724662811568,
91.9692,103.093,91.9758,103.119,0.0262333,37.316804944162,
93.4299,100.879,93.4203,100.825,0.0552461,37.899606169438,
93.7958,97.9806,93.8033,97.9948,0.0160219,38.492660434807,
94.1847,108.427,94.1422,108.431,0.042694,39.085110709395,
103.453,102.826,103.487,102.854,0.0439237,39.67460431803,
102.961,105.492,103.005,105.525,0.0551839,40.270450203888,
90.6885,95.6458,90.6917,95.6815,0.0358465,40.856509824129,
